iter	PrecisionAt:top=5	MAP:top=5
67	0.083	0.0847962963
68	0.08277777778	0.08451944444
69	0.08333333333	0.08506651235
70	0.08377777778	0.08544027778
71	0.08444444444	0.08568395062
72	0.08433333333	0.08430185185
73	0.08433333333	0.08497052469
74	0.08466666667	0.08556959877
75	0.08533333333	0.08613179012
76	0.08511111111	0.08600601852
77	0.08555555556	0.08559521605
78	0.08644444444	0.08643487654
79	0.08677777778	0.0873625
80	0.08633333333	0.08731419753
81	0.08633333333	0.08735694444
82	0.087	0.08768981481
83	0.08688888889	0.08737484568
84	0.08588888889	0.08689891975
85	0.08622222222	0.08770385802
86	0.08688888889	0.08783225309
87	0.08688888889	0.0876558642
88	0.08711111111	0.08832638889
89	0.08766666667	0.08928148148
90	0.08733333333	0.08915154321
91	0.08755555556	0.0895066358
92	0.08822222222	0.09019398148
93	0.08833333333	0.09007947531
94	0.088	0.08998657407
95	0.08877777778	0.09121018519
96	0.08877777778	0.0905962963
97	0.089	0.09073950617
98	0.08911111111	0.0912566358
99	0.08911111111	0.0918617284
100	0.089	0.0921712963
101	0.08944444444	0.09259320988
102	0.08966666667	0.09270092593
103	0.09055555556	0.09319243827
104	0.09055555556	0.09339027778
105	0.09077777778	0.09352299383
106	0.09133333333	0.09376311728
107	0.09144444444	0.09371018519
108	0.09122222222	0.09398981481
109	0.09144444444	0.0941382716
110	0.09177777778	0.09434537037
111	0.09155555556	0.09416049383
112	0.09144444444	0.09457947531
113	0.09188888889	0.09496064815
114	0.092	0.0956529321
115	0.09244444444	0.09584074074
116	0.09277777778	0.09605246914
117	0.09311111111	0.09653364198
118	0.093	0.09637561728
119	0.093	0.09663240741
120	0.09333333333	0.09678873457
121	0.09344444444	0.0971066358
122	0.09366666667	0.09758225309
123	0.09333333333	0.09761527778
124	0.09388888889	0.09776141975
125	0.09377777778	0.09806496914
126	0.094	0.09833919753
127	0.09433333333	0.09837407407
128	0.09422222222	0.09861990741
129	0.09411111111	0.09847052469
130	0.09433333333	0.09839953704
131	0.09411111111	0.09832962963
132	0.09433333333	0.09874907407
133	0.09444444444	0.09847114198
134	0.09455555556	0.09874382716
135	0.09466666667	0.09962391975
136	0.09511111111	0.09951111111
137	0.09522222222	0.09997685185
138	0.09511111111	0.09981095679
139	0.095	0.09991882716
140	0.09411111111	0.09963734568
141	0.09455555556	0.09944135802
142	0.09455555556	0.09942808642
143	0.09455555556	0.09963919753
144	0.09477777778	0.09954876543
145	0.09488888889	0.09998070988
146	0.09511111111	0.1004512346
147	0.09544444444	0.1009268519
148	0.09566666667	0.1011725309
149	0.09611111111	0.1019265432
150	0.09622222222	0.1020199074
151	0.09655555556	0.1019945988
152	0.09666666667	0.1023470679
153	0.097	0.1021604938
154	0.09711111111	0.1021748457
155	0.09711111111	0.1025822531
156	0.09755555556	0.1024080247
157	0.09766666667	0.1027734568
158	0.09766666667	0.1027757716
159	0.09788888889	0.1028893519
160	0.09744444444	0.1032739198
161	0.097	0.1035483025
162	0.097	0.1026350309
163	0.09755555556	0.102883179
164	0.09788888889	0.103045216
165	0.098	0.103158642
166	0.09833333333	0.1033285494
167	0.09833333333	0.1031674383
168	0.09844444444	0.1035546296
169	0.09844444444	0.1039601852
170	0.09788888889	0.1044569444
171	0.09766666667	0.1046887346
172	0.09788888889	0.1046007716
173	0.09811111111	0.1047791667
174	0.09811111111	0.1048973765
175	0.09833333333	0.1056989198
176	0.09833333333	0.1058794753
177	0.09888888889	0.1061266975
178	0.09933333333	0.1065171296
179	0.09911111111	0.1062739198
180	0.09888888889	0.1061779321
181	0.09955555556	0.1062848765
182	0.09966666667	0.106491358
183	0.09966666667	0.1066904321
184	0.09966666667	0.1065830247
185	0.09988888889	0.1066572531
186	0.09977777778	0.1063783951
187	0.09966666667	0.1066358025
188	0.09944444444	0.1067558642
189	0.09977777778	0.1068904321
190	0.1003333333	0.1071703704
191	0.1003333333	0.107116358
192	0.1004444444	0.1070509259
193	0.1005555556	0.1082481481
194	0.1002222222	0.1078898148
195	0.1005555556	0.1081601852
196	0.1004444444	0.1077462963
197	0.1008888889	0.1079592593
198	0.1012222222	0.1087273148
199	0.1013333333	0.1089240741
200	0.1008888889	0.1087967593
201	0.1008888889	0.1089430556
202	0.1012222222	0.1095302469
203	0.1013333333	0.1093257716
204	0.1017777778	0.1095993827
205	0.1015555556	0.1096040123
206	0.1017777778	0.1095021605
207	0.1016666667	0.109683179
208	0.1017777778	0.1098833333
209	0.1023333333	0.1100140432
210	0.1022222222	0.1101175926
211	0.1025555556	0.1107841049
212	0.1026666667	0.1108189815
213	0.1028888889	0.1107314815
214	0.1023333333	0.1108032407
215	0.1023333333	0.110954321
216	0.1024444444	0.1111191358
217	0.1022222222	0.1107617284
218	0.1023333333	0.110767284
219	0.1027777778	0.1109804012
220	0.1027777778	0.1110853395
221	0.1028888889	0.1116516975
222	0.1031111111	0.1123003086
223	0.1032222222	0.1124334877
224	0.1034444444	0.1125353395
225	0.1035555556	0.1125655864
226	0.1032222222	0.112428858
227	0.1031111111	0.1125294753
228	0.1027777778	0.111983179
229	0.1027777778	0.1121229938
230	0.1031111111	0.1122513889
231	0.1031111111	0.1122924383
232	0.103	0.1124330247
233	0.1028888889	0.1127805556
234	0.103	0.1127814815
235	0.1028888889	0.1124805556
236	0.1031111111	0.1131141975
237	0.1032222222	0.113429321
238	0.1033333333	0.113433179
239	0.1036666667	0.113820216
240	0.1034444444	0.1136466049
241	0.1034444444	0.1137688272
242	0.1034444444	0.1137197531
243	0.1032222222	0.1135104938
244	0.1033333333	0.1143328704
245	0.1033333333	0.1144179012
246	0.1036666667	0.1147442901
247	0.104	0.1150483025
248	0.1042222222	0.1152291667
249	0.1044444444	0.1148020062
250	0.1041111111	0.1149472222
251	0.1037777778	0.1146723765
252	0.1037777778	0.1151612654
253	0.1035555556	0.1151842593
254	0.1037777778	0.115216821
255	0.1041111111	0.114971142
256	0.1042222222	0.1150720679
257	0.1046666667	0.1157072531
258	0.105	0.1163155864
259	0.1048888889	0.1154399691
260	0.105	0.1162362654
261	0.1052222222	0.115641821
262	0.105	0.1156884259
263	0.1045555556	0.1156362654
264	0.1052222222	0.1160598765
265	0.1053333333	0.1161876543
266	0.105	0.116229321
267	0.1052222222	0.1163771605
268	0.1056666667	0.116396142
269	0.1053333333	0.1162896605
270	0.1057777778	0.1164927469
271	0.1055555556	0.1166927469
272	0.1057777778	0.116774537
273	0.1054444444	0.1166069444
274	0.1056666667	0.1168424383
275	0.1054444444	0.1168430556
276	0.1056666667	0.1166939815
277	0.1056666667	0.1168405864
278	0.1053333333	0.1167783951
279	0.1057777778	0.1169271605
280	0.1056666667	0.1169938272
281	0.1055555556	0.1169175926
282	0.1056666667	0.1173858025
283	0.106	0.1177427469
284	0.1063333333	0.1184762346
285	0.1064444444	0.1188061728
286	0.1065555556	0.1186802469
287	0.1064444444	0.1186432099
288	0.106	0.1184490741
289	0.1062222222	0.1186720679
290	0.1061111111	0.1187239198
291	0.1062222222	0.1188177469
292	0.1067777778	0.1191856481
293	0.1067777778	0.1189118827
294	0.1066666667	0.1189169753
295	0.107	0.119370679
296	0.1071111111	0.1193373457
297	0.1073333333	0.1197410494
298	0.1071111111	0.1197015432
299	0.1073333333	0.1198108025
300	0.1077777778	0.1204682099
301	0.1078888889	0.1205987654
302	0.108	0.1207483025
303	0.1082222222	0.1208899691
304	0.1083333333	0.1212811728
305	0.108	0.1208260802
306	0.1078888889	0.1206433642
307	0.1081111111	0.1212050926
308	0.1082222222	0.1214708333
309	0.1083333333	0.1211865741
310	0.1082222222	0.1210625
311	0.1082222222	0.1211143519
312	0.1083333333	0.1214445988
313	0.1082222222	0.1212983025
314	0.108	0.1212375
315	0.108	0.121221142
316	0.1078888889	0.1210587963
317	0.1075555556	0.1209179012
318	0.108	0.1208669753
319	0.1082222222	0.1213737654
320	0.1083333333	0.1215774691
321	0.1085555556	0.1216805556
322	0.1087777778	0.1217033951
323	0.1084444444	0.1214841049
324	0.1084444444	0.1214779321
325	0.1085555556	0.1215804012
326	0.1086666667	0.121866821
327	0.1092222222	0.1221174383
328	0.1093333333	0.1226185185
329	0.1094444444	0.1226012346
330	0.1094444444	0.1225805556
331	0.1097777778	0.1230566358
332	0.1101111111	0.123179784
333	0.11	0.1229044753
334	0.1101111111	0.1227712963
335	0.1101111111	0.1227972222
336	0.1096666667	0.1225544753
337	0.1097777778	0.122691821
338	0.1096666667	0.122742284
339	0.1097777778	0.1228441358
340	0.11	0.1228117284
341	0.1102222222	0.1231307099
342	0.1102222222	0.1231195988
343	0.1096666667	0.1229603395
344	0.1102222222	0.1231842593
345	0.1102222222	0.1232990741
346	0.11	0.1236623457
347	0.1102222222	0.1233216049
348	0.1103333333	0.1234825617
349	0.1105555556	0.1238393519
350	0.1105555556	0.1237841049
351	0.1104444444	0.1238239198
352	0.1105555556	0.123875463
353	0.1107777778	0.1239723765
354	0.1108888889	0.1241606481
355	0.1116666667	0.124350463
356	0.1116666667	0.1243583333
357	0.1117777778	0.1243166667
358	0.1118888889	0.1244441358
359	0.1124444444	0.1250145062
360	0.1125555556	0.1251015432
361	0.1124444444	0.1248683642
362	0.1122222222	0.1248307099
363	0.1122222222	0.1247544753
364	0.1128888889	0.1252683642
365	0.1127777778	0.1253350309
366	0.1126666667	0.1254276235
367	0.1127777778	0.1252396605
368	0.1126666667	0.1254217593
369	0.1126666667	0.125475
370	0.1128888889	0.1256141975
371	0.1128888889	0.125504321
372	0.1131111111	0.1256137346
373	0.1132222222	0.1259526235
374	0.1133333333	0.1262393519
375	0.1134444444	0.1265762346
376	0.1135555556	0.126637037
377	0.1136666667	0.1267208333
378	0.1137777778	0.1267967593
379	0.1138888889	0.1271186728
380	0.1138888889	0.1267733025
381	0.1138888889	0.127199537
382	0.1141111111	0.1274157407
383	0.1144444444	0.1274932099
384	0.1143333333	0.1276092593
385	0.1144444444	0.1276935185
386	0.1144444444	0.1280367284
387	0.1145555556	0.1282774691
388	0.1142222222	0.1280720679
389	0.1143333333	0.1282350309
390	0.1141111111	0.1281660494
391	0.1141111111	0.1284408951
392	0.1143333333	0.1285915123
393	0.1142222222	0.1285719136
394	0.1141111111	0.1285391975
395	0.1145555556	0.1288308642
396	0.1145555556	0.1289503086
397	0.1144444444	0.1288645062
398	0.1145555556	0.1290780864
399	0.1145555556	0.1289697531
400	0.1146666667	0.1291873457
401	0.1146666667	0.1294141975
402	0.1144444444	0.1292919753
403	0.1142222222	0.1290910494
404	0.1144444444	0.1293290123
405	0.1148888889	0.129658642
406	0.1148888889	0.1295817901
407	0.115	0.1296901235
408	0.1151111111	0.1295317901
409	0.1147777778	0.1296236111
410	0.1148888889	0.1296310185
411	0.1148888889	0.1299310185
412	0.1148888889	0.1299736111
413	0.115	0.1300180556
414	0.1153333333	0.1299708333
415	0.1154444444	0.1301052469
416	0.1157777778	0.1303307099
417	0.1157777778	0.1304487654
418	0.1161111111	0.1306787037
419	0.1162222222	0.1308592593
420	0.1164444444	0.1310055556
421	0.1158888889	0.1306231481
422	0.116	0.1307308642
423	0.1157777778	0.1307246914
424	0.116	0.1309651235
425	0.1161111111	0.1310984568
426	0.1163333333	0.131354784
427	0.1164444444	0.1312158951
428	0.1164444444	0.1311233025
429	0.1156666667	0.1310598765
430	0.1157777778	0.1311305556
431	0.1158888889	0.1312132716
432	0.116	0.1313188272
433	0.116	0.131212037
434	0.1163333333	0.1314731481
435	0.1167777778	0.1314632716
436	0.1168888889	0.1317273148
437	0.117	0.1321692901
438	0.1172222222	0.1323800926
439	0.1171111111	0.1322932099
440	0.1172222222	0.1325189815
441	0.1173333333	0.1326444444
442	0.1174444444	0.1325595679
443	0.1172222222	0.1325770062
444	0.1173333333	0.1325828704
445	0.1172222222	0.1326171296
446	0.1172222222	0.1326396605
447	0.1171111111	0.1326665123
448	0.1172222222	0.1329050926
449	0.1171111111	0.1329013889
450	0.1173333333	0.1328936728
451	0.1172222222	0.1327402778
452	0.1173333333	0.1330720679
453	0.1175555556	0.1333692901
454	0.1175555556	0.1333029321
455	0.1174444444	0.133103858
456	0.1174444444	0.1335847222
457	0.1177777778	0.1335492284
458	0.1177777778	0.1338819444
459	0.1176666667	0.1338458333
460	0.1175555556	0.1337949074
461	0.1176666667	0.1340263889
462	0.118	0.1343563272
463	0.1184444444	0.1346739198
464	0.1182222222	0.1344938272
465	0.1184444444	0.1348146605
466	0.1182222222	0.1347841049
467	0.1184444444	0.1348294753
468	0.1186666667	0.1350094136
469	0.119	0.1349174383
470	0.119	0.135232716
471	0.1187777778	0.1351037037
472	0.1186666667	0.1345987654
473	0.1184444444	0.1347654321
474	0.1184444444	0.1348635802
475	0.1184444444	0.1350330247
476	0.1186666667	0.134887963
477	0.1186666667	0.1353253086
478	0.1184444444	0.1351799383
479	0.1183333333	0.1349583333
480	0.1182222222	0.1348287037
481	0.1186666667	0.1351521605
482	0.1185555556	0.1352091049
483	0.1185555556	0.135304784
484	0.1188888889	0.1350868827
485	0.119	0.1352140432
486	0.119	0.1353205247
487	0.1188888889	0.1351260802
488	0.1188888889	0.1351006173
489	0.1186666667	0.1349722222
490	0.1186666667	0.1350765432
491	0.1192222222	0.1354203704
492	0.1193333333	0.1355259259
493	0.1194444444	0.1356736111
494	0.1194444444	0.1356171296
495	0.1192222222	0.1353310185
496	0.1192222222	0.1353804012
497	0.1192222222	0.135346142
498	0.1195555556	0.1353128086
499	0.1195555556	0.1352822531
500	0.1197777778	0.1358217593
501	0.1198888889	0.1358921296
502	0.12	0.1360106481
503	0.1196666667	0.1356578704
504	0.12	0.1360828704
505	0.12	0.1363435185
506	0.12	0.1362691358
507	0.1204444444	0.1366337963
508	0.1203333333	0.1368189815
509	0.1202222222	0.1368641975
510	0.1201111111	0.1367570988
511	0.1202222222	0.1368796296
512	0.1205555556	0.1374776235
513	0.1204444444	0.1370902778
514	0.1203333333	0.1370069444
515	0.12	0.1373489198
516	0.1204444444	0.1373072531
517	0.1202222222	0.1371677469
518	0.1203333333	0.1371064815
519	0.1206666667	0.1372009259
520	0.1207777778	0.1377132716
521	0.1208888889	0.1378037037
522	0.1212222222	0.1380612654
523	0.1213333333	0.1379464506
524	0.1213333333	0.1379594136
525	0.1216666667	0.1381695988
526	0.1217777778	0.1381415123
527	0.1217777778	0.1384274691
528	0.1218888889	0.1386524691
529	0.1217777778	0.1387425926
530	0.122	0.138954321
531	0.1221111111	0.1393450617
532	0.122	0.138967284
533	0.1217777778	0.1392830247
534	0.1218888889	0.1393023148
535	0.1218888889	0.1393319444
536	0.1221111111	0.1393973765
537	0.1221111111	0.1393853395
538	0.1222222222	0.1393871914
539	0.1217777778	0.138841821
540	0.1218888889	0.1389603395
541	0.1217777778	0.1389473765
542	0.1218888889	0.1389390432
543	0.1222222222	0.1392029321
544	0.122	0.1392257716
545	0.122	0.1392399691
546	0.122	0.1391862654
547	0.1222222222	0.1391387346
548	0.1223333333	0.139187037
549	0.1227777778	0.1395388889
550	0.1225555556	0.1393919753
551	0.1228888889	0.1397574074
552	0.1228888889	0.1396100309
553	0.1231111111	0.1397976852
554	0.123	0.1396680556
555	0.123	0.1397669753
556	0.1227777778	0.1399030864
557	0.123	0.1400898148
558	0.1235555556	0.1403891975
559	0.1234444444	0.1403628086
560	0.1235555556	0.1404405864
561	0.1234444444	0.140603858
562	0.1233333333	0.1403748457
563	0.1233333333	0.1404257716
564	0.1233333333	0.1403958333
565	0.1231111111	0.1403492284
566	0.1232222222	0.1405205247
567	0.1232222222	0.1406618827
568	0.1232222222	0.1404828704
569	0.1235555556	0.1407902778
570	0.1234444444	0.1409223765
571	0.1236666667	0.1411373457
572	0.1235555556	0.140879321
573	0.124	0.1412649691
574	0.1237777778	0.1413969136
575	0.1237777778	0.1412112654
576	0.1234444444	0.1410723765
577	0.1236666667	0.1412486111
578	0.1238888889	0.1413967593
579	0.1237777778	0.1412828704
580	0.1238888889	0.1414621914
581	0.1237777778	0.1414137346
582	0.1237777778	0.1414970679
583	0.1237777778	0.1415905864
584	0.1238888889	0.1416606481
585	0.124	0.1417112654
586	0.124	0.1417054012
587	0.1241111111	0.1417983025
588	0.1242222222	0.1420112654
589	0.1242222222	0.141874537
590	0.1242222222	0.1419100309
591	0.1243333333	0.1420368827
592	0.1244444444	0.1422467593
593	0.1245555556	0.1424208333
594	0.1247777778	0.142566821
595	0.1247777778	0.1425464506
596	0.1248888889	0.1426816358
597	0.1248888889	0.1426779321
598	0.1248888889	0.1426412037
599	0.1245555556	0.1423597222
600	0.1245555556	0.142350463
601	0.1248888889	0.1425518519
602	0.1247777778	0.1426040123
603	0.1245555556	0.1424030864
604	0.1245555556	0.1423780864
605	0.125	0.1428384259
606	0.1246666667	0.1424537037
607	0.1247777778	0.1426080247
608	0.125	0.1428533951
609	0.1252222222	0.1431191358
610	0.1248888889	0.1429052469
611	0.125	0.1428578704
612	0.125	0.1428358025
613	0.125	0.1429117284
614	0.1253333333	0.1432993827
615	0.1255555556	0.1433219136
616	0.1255555556	0.1433990741
617	0.1254444444	0.1433941358
618	0.1255555556	0.1432469136
619	0.1256666667	0.143237963
620	0.1263333333	0.1435395062
621	0.1264444444	0.1437154321
622	0.1256666667	0.1431595679
623	0.1255555556	0.1431604938
624	0.1258888889	0.1435308642
625	0.126	0.1435734568
626	0.1257777778	0.1434469136
627	0.1258888889	0.1435516975
628	0.1258888889	0.1438433642
629	0.126	0.143933179
630	0.1262222222	0.1441229938
631	0.1262222222	0.1442970679
632	0.1262222222	0.1442436728
633	0.1263333333	0.1442902778
634	0.1265555556	0.1444592593
635	0.1265555556	0.1445986111
636	0.1264444444	0.1445319444
637	0.1267777778	0.1447066358
638	0.1268888889	0.1445998457
639	0.1268888889	0.1444677469
640	0.1264444444	0.1443205247
641	0.1263333333	0.1442381173
642	0.1264444444	0.1442310185
643	0.1266666667	0.1442665123
644	0.1263333333	0.1441554012
645	0.1266666667	0.1443871914
646	0.1265555556	0.1442751543
647	0.1267777778	0.1444362654
648	0.1267777778	0.1445430556
649	0.1265555556	0.1449134259
650	0.1264444444	0.1449013889
651	0.1265555556	0.1450662037
652	0.1265555556	0.1450195988
653	0.126	0.144574537
654	0.1262222222	0.1445662037
655	0.1261111111	0.144525463
656	0.1263333333	0.1447356481
657	0.1265555556	0.1447115741
658	0.127	0.1450010802
659	0.1271111111	0.1453310185
660	0.127	0.1452266975
661	0.1267777778	0.1450319444
662	0.1272222222	0.1452805556
663	0.1274444444	0.1452408951
664	0.1275555556	0.1454416667
665	0.1275555556	0.1450929012
666	0.1276666667	0.1450623457
667	0.1277777778	0.1450089506
668	0.1276666667	0.1448975309
669	0.1276666667	0.1451645062
670	0.1275555556	0.1451404321
671	0.1273333333	0.1451645062
672	0.1272222222	0.1451209877
673	0.1274444444	0.145229321
674	0.1273333333	0.1455166667
675	0.1273333333	0.1455824074
676	0.1271111111	0.1453833333
677	0.1272222222	0.1452805556
678	0.1275555556	0.1455930556
679	0.1275555556	0.1456050926
680	0.1274444444	0.145758179
681	0.1274444444	0.145921142
682	0.1273333333	0.1456873457
683	0.1275555556	0.1456104938
684	0.1276666667	0.1458567901
685	0.1277777778	0.1459604938
686	0.1276666667	0.1460489198
687	0.1278888889	0.1464364198
688	0.1283333333	0.1463942901
689	0.1281111111	0.1465679012
690	0.128	0.1463558642
691	0.128	0.1463257716
692	0.1282222222	0.1462526235
693	0.1278888889	0.1461608025
694	0.1281111111	0.1464219136
695	0.1281111111	0.1463933642
696	0.1281111111	0.146479784
697	0.1282222222	0.1467535494
698	0.1281111111	0.1465466049
699	0.1284444444	0.1465563272
700	0.1282222222	0.1465646605
701	0.1282222222	0.1466067901
702	0.1281111111	0.1464243827
703	0.1282222222	0.1470759259
704	0.1281111111	0.146928858
705	0.1282222222	0.1472572531
706	0.128	0.147166821
707	0.1282222222	0.1473143519
708	0.1281111111	0.1471365741
709	0.1281111111	0.147203858
710	0.1277777778	0.1470594136
711	0.128	0.1471816358
712	0.1278888889	0.1470773148
713	0.1282222222	0.1472964506
714	0.1281111111	0.1470112654
715	0.128	0.1469371914
716	0.1287777778	0.1474785494
717	0.1285555556	0.1473804012
718	0.1284444444	0.1473679012
719	0.1284444444	0.1472516975
720	0.1286666667	0.1473975309
721	0.1287777778	0.1474012346
722	0.1286666667	0.1473030864
723	0.1287777778	0.1473364198
724	0.1287777778	0.1474748457
725	0.129	0.1476847222
726	0.1288888889	0.1478112654
727	0.1287777778	0.1476844136
728	0.1286666667	0.1476714506
729	0.1287777778	0.1478353395
730	0.1287777778	0.1478521605
731	0.1287777778	0.1476563272
732	0.1286666667	0.1475347222
733	0.1288888889	0.1481069444
734	0.1287777778	0.1481391975
735	0.129	0.1478606481
736	0.1291111111	0.1479055556
737	0.129	0.1481763889
738	0.129	0.1480526235
739	0.1287777778	0.1482489198
740	0.1288888889	0.1485365741
741	0.1284444444	0.148100463
742	0.1292222222	0.1485481481
743	0.129	0.1484481481
744	0.1287777778	0.1484407407
745	0.1293333333	0.1489111111
746	0.1292222222	0.1487722222
747	0.1292222222	0.1486905864
748	0.1294444444	0.1489708333
749	0.1292222222	0.1488226852
750	0.1294444444	0.1488259259
751	0.1295555556	0.1488787037
752	0.1295555556	0.1490871914
753	0.1294444444	0.1488825617
754	0.1294444444	0.1489174383
755	0.1293333333	0.1491339506
756	0.1295555556	0.1492395062
757	0.1294444444	0.148937037
758	0.1296666667	0.1493049383
759	0.1298888889	0.1495598765
760	0.13	0.1498395062
761	0.1303333333	0.1501121914
762	0.1303333333	0.1498851852
763	0.1302222222	0.1497666667
764	0.1304444444	0.1498796296
765	0.1302222222	0.149724537
766	0.1305555556	0.1497462963
767	0.1304444444	0.149642284
768	0.1304444444	0.1496191358
769	0.1306666667	0.149792284
770	0.1305555556	0.149717284
771	0.1304444444	0.1495888889
772	0.1306666667	0.149678858
773	0.1306666667	0.1497279321
774	0.1306666667	0.1497847222
775	0.1305555556	0.1494433642
776	0.1306666667	0.1495736111
777	0.1305555556	0.1494351852
778	0.1302222222	0.1492462963
779	0.1302222222	0.1496296296
780	0.1302222222	0.1498845679
781	0.1302222222	0.1497814815
782	0.1302222222	0.1498833333
783	0.1301111111	0.1498046296
784	0.1302222222	0.1498925926
785	0.1305555556	0.1501231481
786	0.1298888889	0.1494253086
787	0.1298888889	0.150045679
788	0.1304444444	0.1500003086
789	0.1304444444	0.1505498457
790	0.1307777778	0.1506799383
791	0.1307777778	0.1506927469
792	0.131	0.1507908951
793	0.1313333333	0.1512935185
794	0.1314444444	0.1512310185
795	0.1311111111	0.151012963
796	0.1312222222	0.1510111111
797	0.1316666667	0.1513185185
798	0.1317777778	0.1512570988
799	0.1314444444	0.1512566358
800	0.1314444444	0.1512171296
801	0.1314444444	0.1513135802
802	0.1312222222	0.1511854938
803	0.1315555556	0.151558179
804	0.1316666667	0.1517876543
805	0.132	0.151541358
806	0.1316666667	0.151520216
807	0.1317777778	0.1516084877
808	0.1318888889	0.1518192901
809	0.132	0.1518554012
810	0.132	0.1518516975
811	0.1323333333	0.1519949074
812	0.1322222222	0.1519362654
813	0.1324444444	0.1521344136
814	0.1323333333	0.1524325617
815	0.1323333333	0.1523501543
816	0.1323333333	0.1523131173
817	0.1323333333	0.1522279321
818	0.1323333333	0.1524742284
819	0.1325555556	0.1525427469
820	0.1322222222	0.1524260802
821	0.1323333333	0.1524631173
822	0.1323333333	0.1524964506
823	0.1318888889	0.1522566358
824	0.1316666667	0.1523334877
825	0.1316666667	0.152303858
826	0.1318888889	0.1524316358
827	0.1317777778	0.1524072531
828	0.132	0.152653858
829	0.1317777778	0.1525186728
830	0.1317777778	0.1528760802
831	0.132	0.1528390432
832	0.1314444444	0.1524973765
833	0.1317777778	0.1527986111
834	0.132	0.1531655864
835	0.132	0.1530720679
836	0.1323333333	0.1533691358
837	0.1322222222	0.1533424383
838	0.1322222222	0.1533134259
839	0.1321111111	0.1532683642
840	0.1318888889	0.1530739198
841	0.132	0.1531575617
842	0.1318888889	0.1532595679
843	0.1318888889	0.1533498457
844	0.1316666667	0.1531862654
845	0.1318888889	0.1531978395
846	0.1316666667	0.1529904321
847	0.1315555556	0.1528904321
848	0.1316666667	0.1530246914
849	0.1318888889	0.1530700617
850	0.1318888889	0.1531092593
851	0.1316666667	0.1529155864
852	0.1316666667	0.1529763889
853	0.1318888889	0.1531898148
854	0.132	0.153287963
855	0.132	0.1534138889
856	0.132	0.1534003086
857	0.1322222222	0.1534253086
858	0.1321111111	0.1533512346
859	0.1322222222	0.1534080247
860	0.1322222222	0.1535425926
861	0.1318888889	0.1534841049
862	0.1321111111	0.1535729938
863	0.1324444444	0.1537625
864	0.1324444444	0.1538057099
865	0.1324444444	0.1536479938
866	0.1325555556	0.1536970679
867	0.1324444444	0.1535322531
868	0.1325555556	0.1537890432
869	0.1325555556	0.1538742284
870	0.1326666667	0.1541760802
871	0.1326666667	0.1542496914
872	0.1328888889	0.1542027778
873	0.1331111111	0.1543064815
874	0.1331111111	0.154179321
875	0.1332222222	0.1544061728
876	0.1333333333	0.1545237654
877	0.1333333333	0.154183642
878	0.1332222222	0.1540666667
879	0.1333333333	0.1542324074
880	0.1335555556	0.1545055556
881	0.1336666667	0.1544796296
882	0.1334444444	0.1544117284
883	0.1336666667	0.1550052469
884	0.1334444444	0.154787963
885	0.1331111111	0.1546186728
886	0.1333333333	0.1551344136
887	0.1335555556	0.155321142
888	0.1334444444	0.1550817901
889	0.1334444444	0.1553012346
890	0.1333333333	0.1551012346
891	0.1332222222	0.1551257716
892	0.1332222222	0.1551615741
893	0.1333333333	0.1552430556
894	0.1334444444	0.1552705247
895	0.1337777778	0.1554807099
