iter	QueryRMSE	PrecisionAt:top=5	MAP:top=5
101	0.1817471997	0.103	0.1184305556
102	0.1817140069	0.1028888889	0.1183024691
103	0.1816896457	0.1031111111	0.1181617284
104	0.1816541859	0.1032222222	0.1188058642
105	0.1816288277	0.1034444444	0.1195027778
106	0.1816038084	0.1036666667	0.1186314815
107	0.1815810869	0.1037777778	0.1187354938
108	0.1815521023	0.1037777778	0.1190521605
109	0.1815266142	0.1037777778	0.1190679012
110	0.1815016383	0.1043333333	0.11945
111	0.1814767832	0.1043333333	0.1199356481
112	0.1814463844	0.1051111111	0.1208574074
113	0.1814153689	0.1056666667	0.1211953704
114	0.1813906059	0.1055555556	0.1210574074
115	0.1813624505	0.1058888889	0.1216891975
116	0.181334249	0.1056666667	0.1216546296
117	0.1813087221	0.1055555556	0.1216314815
118	0.181280347	0.1057777778	0.1217632716
119	0.1812474392	0.106	0.1221115741
120	0.1812260101	0.106	0.1218583333
121	0.1812057855	0.1057777778	0.1216492284
122	0.1811806906	0.1061111111	0.122208642
123	0.1811569627	0.1065555556	0.1226455247
124	0.1811360196	0.1063333333	0.1227390432
125	0.1811058768	0.1065555556	0.1228256173
126	0.1810843115	0.1065555556	0.1233878086
127	0.1810652264	0.1062222222	0.1229726852
128	0.1810439904	0.1065555556	0.1232583333
129	0.1810243852	0.1066666667	0.1234273148
130	0.1810013315	0.1064444444	0.123312963
131	0.1809729729	0.1065555556	0.1232606481
132	0.1809468474	0.1066666667	0.1232421296
133	0.1809275454	0.1067777778	0.1233837963
134	0.1809028148	0.1067777778	0.1234427469
135	0.1808819377	0.1068888889	0.1239899691
136	0.1808603	0.107	0.1240830247
137	0.1808400034	0.1075555556	0.1243802469
138	0.1808140307	0.1083333333	0.1246830247
139	0.1807926053	0.1083333333	0.1246932099
140	0.1807734095	0.1085555556	0.1247867284
141	0.1807479338	0.1087777778	0.1250516975
142	0.1807284324	0.1088888889	0.1251359568
143	0.1807062813	0.1091111111	0.1252641975
144	0.1806874322	0.1091111111	0.1248734568
145	0.1806663183	0.1095555556	0.1256009259
146	0.1806469024	0.1094444444	0.1255222222
147	0.1806286083	0.1092222222	0.1256898148
148	0.1806115692	0.1095555556	0.1258401235
149	0.1805880033	0.1098888889	0.1260552469
150	0.180569205	0.1101111111	0.1262316358
151	0.180549562	0.1103333333	0.1264334877
152	0.1805316875	0.1102222222	0.1266381173
153	0.1805087782	0.1108888889	0.1270057099
154	0.1804930817	0.1108888889	0.1267652778
155	0.180476625	0.1108888889	0.1267041667
156	0.1804583295	0.1112222222	0.1269680556
157	0.1804425347	0.1113333333	0.1274828704
158	0.1804277475	0.1115555556	0.1279140432
159	0.1804096744	0.1113333333	0.1277341049
160	0.1803934988	0.1115555556	0.1280239198
161	0.1803695088	0.1123333333	0.1285464506
162	0.1803470669	0.1124444444	0.1288972222
163	0.1803278356	0.1125555556	0.1291919753
164	0.1803117546	0.1123333333	0.1291140432
165	0.1802928288	0.1125555556	0.128804784
166	0.1802756184	0.1128888889	0.1289844136
167	0.1802571677	0.1131111111	0.1289998457
168	0.1802410919	0.1131111111	0.1290649691
169	0.1802302779	0.113	0.1286609568
170	0.1802177642	0.113	0.128675463
171	0.1801966827	0.113	0.1291680556
172	0.1801790032	0.1132222222	0.1294365741
173	0.1801575221	0.1133333333	0.1295066358
174	0.1801422339	0.1133333333	0.1294751543
175	0.1801235636	0.1134444444	0.1294121914
176	0.1801110014	0.1135555556	0.1295387346
177	0.1800977335	0.1135555556	0.1295979938
178	0.1800838125	0.1136666667	0.1301294753
179	0.1800681389	0.1137777778	0.1301708333
180	0.1800543764	0.1138888889	0.1301300926
181	0.1800423172	0.1136666667	0.130100463
182	0.1800281681	0.1136666667	0.1302023148
183	0.1800169465	0.1137777778	0.1302310185
184	0.1800049306	0.1138888889	0.1301816358
185	0.1799897794	0.1141111111	0.1301955247
186	0.1799762703	0.1141111111	0.1301689815
187	0.1799639539	0.1142222222	0.1308381173
188	0.17995163	0.1141111111	0.1306686728
189	0.1799399845	0.1142222222	0.130966821
190	0.179929595	0.114	0.1307655864
191	0.1799170741	0.1138888889	0.1303924383
192	0.1799025849	0.1142222222	0.1310936728
193	0.1798906253	0.1144444444	0.1314714506
194	0.1798749502	0.1148888889	0.1317260802
195	0.1798572159	0.1151111111	0.1316816358
196	0.1798463531	0.1151111111	0.1315445988
197	0.1798273608	0.1153333333	0.1319242284
198	0.1798149748	0.1155555556	0.1316658951
199	0.1798020068	0.1158888889	0.1318072531
200	0.1797905664	0.1158888889	0.1323165123
201	0.1797783305	0.1156666667	0.1321100309
202	0.1797682265	0.1155555556	0.1320279321
203	0.1797546637	0.1155555556	0.132112963
204	0.1797463023	0.1161111111	0.1324958333
205	0.1797353092	0.1163333333	0.1326819444
206	0.1797234421	0.116	0.1330013889
207	0.1797135145	0.1164444444	0.1331810185
208	0.1796940359	0.1168888889	0.1333541667
209	0.1796830237	0.1168888889	0.1337699074
210	0.1796737063	0.117	0.1335689815
211	0.1796623438	0.1167777778	0.1332594136
212	0.179650014	0.1167777778	0.1333862654
213	0.1796338666	0.1171111111	0.1333742284
214	0.1796245833	0.1172222222	0.1334720679
215	0.1796107406	0.1172222222	0.1334044753
216	0.179597426	0.117	0.1335692901
217	0.1795874132	0.117	0.1334662037
218	0.1795757878	0.1171111111	0.1337337963
219	0.1795650164	0.1172222222	0.1339162037
220	0.1795503716	0.1174444444	0.1341763889
221	0.1795399026	0.1174444444	0.1342902778
222	0.1795263574	0.1178888889	0.1344490741
223	0.1795043888	0.1184444444	0.135412037
224	0.1794886225	0.1184444444	0.1354145062
225	0.1794813238	0.1184444444	0.1354773148
226	0.1794681617	0.1184444444	0.1355015432
227	0.1794584969	0.1185555556	0.1355719136
228	0.1794482057	0.1187777778	0.1356475309
229	0.1794376805	0.1187777778	0.1354990741
230	0.1794236807	0.1187777778	0.1356049383
231	0.1794126671	0.1188888889	0.1361058642
232	0.1794051165	0.1188888889	0.1358054012
233	0.1793936946	0.1188888889	0.1360950617
234	0.1793804795	0.1187777778	0.136128858
235	0.1793675984	0.1188888889	0.136228858
236	0.1793599161	0.1188888889	0.1361362654
237	0.1793521864	0.1192222222	0.1365257716
238	0.1793405412	0.1192222222	0.1365405864
239	0.1793264153	0.1194444444	0.1367933642
240	0.1793178383	0.119	0.1362905864
241	0.1793036613	0.1188888889	0.1366655864
242	0.1792928111	0.1192222222	0.1372067901
243	0.1792870439	0.1195555556	0.1373419753
244	0.1792784594	0.1194444444	0.1371600309
245	0.1792700027	0.1196666667	0.1376058642
246	0.179255726	0.1201111111	0.137917284
247	0.1792452706	0.1203333333	0.1380645062
248	0.1792364468	0.1201111111	0.1374939815
249	0.179229271	0.1202222222	0.1374708333
250	0.1792205349	0.1201111111	0.1375166667
251	0.1792115181	0.1202222222	0.1377342593
252	0.1792024882	0.1203333333	0.1373237654
253	0.1791912103	0.1206666667	0.1377441358
254	0.1791795294	0.1205555556	0.137779784
255	0.1791718688	0.1206666667	0.1378353395
256	0.1791662234	0.1207777778	0.1377575617
257	0.179158957	0.1208888889	0.137979321
258	0.1791534429	0.1207777778	0.1378848765
259	0.1791384854	0.1207777778	0.1381283951
260	0.1791324854	0.1208888889	0.1381487654
261	0.1791256342	0.1208888889	0.1381882716
262	0.1791163189	0.1208888889	0.1381197531
263	0.1791033764	0.1205555556	0.1380265432
264	0.1790954885	0.1205555556	0.1380330247
265	0.1790841225	0.1206666667	0.1384223765
266	0.1790792375	0.1206666667	0.1385979938
267	0.1790708817	0.1206666667	0.1381118827
268	0.1790630193	0.1206666667	0.1385396605
269	0.1790540588	0.121	0.1386887346
270	0.1790446824	0.1212222222	0.1389466049
271	0.1790365894	0.1211111111	0.1392450617
272	0.1790271613	0.1212222222	0.1393669753
273	0.1790159717	0.1211111111	0.1389817901
274	0.1790052958	0.1211111111	0.1391725309
275	0.1789950954	0.1212222222	0.1389845679
276	0.1789829978	0.1216666667	0.139458642
277	0.178975879	0.1216666667	0.1394067901
278	0.1789643086	0.1213333333	0.1393864198
279	0.1789555881	0.1216666667	0.1392419753
280	0.1789425783	0.1221111111	0.1398104938
281	0.1789328657	0.122	0.1400067901
282	0.1789256475	0.1217777778	0.1400447531
283	0.178917826	0.1218888889	0.1400993827
284	0.1789109126	0.122	0.1404049383
285	0.1788991037	0.1222222222	0.1404493827
286	0.1788908205	0.1222222222	0.1402410494
287	0.1788837952	0.1222222222	0.1404780864
288	0.1788690948	0.1227777778	0.1410688272
289	0.1788586341	0.1227777778	0.1410929012
290	0.1788530516	0.123	0.1411058642
291	0.1788416603	0.1233333333	0.1414012346
292	0.1788351386	0.1231111111	0.1411771605
293	0.1788236375	0.1231111111	0.1413345679
294	0.1788108027	0.1232222222	0.1413441358
295	0.1788034137	0.1231111111	0.1410552469
296	0.1787965174	0.1232222222	0.1413756173
297	0.1787917439	0.1232222222	0.1413200617
298	0.1787777894	0.1234444444	0.1413623457
299	0.1787691879	0.1234444444	0.1413987654
300	0.1787626826	0.1233333333	0.1413283951
301	0.1787541218	0.1231111111	0.140991358
302	0.1787474181	0.1231111111	0.1409469136
303	0.1787368	0.1232222222	0.1409774691
304	0.1787301769	0.1231111111	0.1408277778
305	0.178724811	0.123	0.1408972222
306	0.1787169805	0.1225555556	0.1406916667
307	0.1787063192	0.1224444444	0.1405685185
308	0.1786973935	0.1228888889	0.1410049383
309	0.1786910798	0.1232222222	0.1411891975
310	0.1786850651	0.1233333333	0.1414067901
311	0.178677589	0.1236666667	0.1415308642
312	0.1786681026	0.1235555556	0.1416466049
313	0.1786565241	0.1235555556	0.1417027778
314	0.1786511153	0.1236666667	0.1416148148
315	0.1786421383	0.1238888889	0.1417916667
316	0.1786335143	0.1242222222	0.1419212963
317	0.1786287372	0.1243333333	0.1419425926
318	0.1786207918	0.1241111111	0.1416287037
319	0.1786145117	0.1242222222	0.1417027778
320	0.1786043299	0.124	0.1419518519
321	0.1785997895	0.1237777778	0.1416722222
322	0.1785938115	0.1237777778	0.1415240741
323	0.1785845412	0.1238888889	0.141412037
324	0.1785722049	0.1241111111	0.1415257716
325	0.1785653146	0.1242222222	0.1416859568
326	0.1785595973	0.1241111111	0.1416322531
327	0.1785535148	0.124	0.1417513889
328	0.1785485605	0.1241111111	0.1418782407
329	0.1785378556	0.1241111111	0.1422152778
330	0.1785232706	0.1242222222	0.142250463
331	0.1785170435	0.1241111111	0.1423171296
332	0.1785101811	0.1241111111	0.142396142
333	0.1785039928	0.124	0.1423225309
334	0.1784953511	0.1242222222	0.1427191358
335	0.1784908118	0.1243333333	0.1426981481
336	0.1784844358	0.1242222222	0.1426765432
337	0.1784782006	0.1243333333	0.1427891975
338	0.178472262	0.1242222222	0.1424179012
339	0.1784650561	0.1246666667	0.142641358
340	0.1784602752	0.1246666667	0.1429395062
341	0.1784511214	0.1246666667	0.1432046296
342	0.1784467645	0.1248888889	0.143337963
343	0.1784391398	0.1248888889	0.1435231481
344	0.1784336944	0.125	0.1436037037
345	0.1784255955	0.1252222222	0.143775
346	0.1784154834	0.1253333333	0.1441111111
347	0.178406837	0.1254444444	0.1439287037
348	0.1784009079	0.1255555556	0.1438685185
349	0.178389546	0.1258888889	0.1441740741
350	0.1783805824	0.1256666667	0.1444476852
351	0.1783723751	0.126	0.1446171296
352	0.1783649975	0.1257777778	0.1442328704
353	0.1783561099	0.126	0.1446611111
354	0.1783483371	0.1261111111	0.1446990741
355	0.1783428185	0.1262222222	0.1447759259
356	0.1783277817	0.1262222222	0.1445611111
357	0.1783158157	0.1263333333	0.1445263889
358	0.1783088962	0.1263333333	0.1447111111
359	0.1783028241	0.1263333333	0.1447712963
360	0.1782934431	0.1264444444	0.1448854938
361	0.1782891921	0.1265555556	0.1452003086
362	0.1782830549	0.1266666667	0.1454910494
363	0.178277042	0.1267777778	0.1460669753
364	0.1782709225	0.1267777778	0.1460901235
365	0.1782629573	0.1268888889	0.1461410494
366	0.1782576586	0.127	0.1461891975
367	0.1782497554	0.1272222222	0.1463237654
368	0.1782411233	0.1272222222	0.1463160494
369	0.1782319255	0.1271111111	0.1465364198
370	0.1782207927	0.1272222222	0.1466391975
371	0.1782158901	0.1272222222	0.146920679
372	0.1782090696	0.1275555556	0.1472612654
373	0.178203793	0.1276666667	0.1472853395
374	0.1781902151	0.1276666667	0.1475356481
375	0.1781848333	0.1276666667	0.1477415123
376	0.1781739977	0.1276666667	0.1478597222
377	0.1781665133	0.1274444444	0.1478643519
378	0.1781598566	0.1274444444	0.1476949074
379	0.1781542745	0.1275555556	0.1477263889
380	0.178147354	0.1275555556	0.1478808642
381	0.1781438506	0.1274444444	0.147895679
382	0.1781349165	0.1275555556	0.1477354938
383	0.1781256819	0.1275555556	0.1474688272
384	0.1781150796	0.1277777778	0.147757716
385	0.1781063989	0.1284444444	0.1476219136
386	0.1780992781	0.1284444444	0.1479885802
387	0.1780928775	0.1285555556	0.1480154321
388	0.1780836559	0.1286666667	0.1481780864
389	0.1780795568	0.1286666667	0.1481703704
390	0.1780761125	0.1287777778	0.1481259259
391	0.1780694427	0.1286666667	0.1480729938
392	0.1780626222	0.1287777778	0.1484023148
393	0.1780520916	0.1287777778	0.1484976852
394	0.1780427856	0.1287777778	0.1483594136
395	0.1780344466	0.129	0.1487239198
396	0.1780294218	0.1288888889	0.1486603395
397	0.1780202949	0.1288888889	0.1485924383
398	0.1780145182	0.1288888889	0.1484054012
399	0.1780087026	0.1287777778	0.1484501543
400	0.1779968137	0.1291111111	0.1489239198
401	0.1779886183	0.1291111111	0.1494771605
402	0.177981642	0.1291111111	0.1493305556
403	0.1779736931	0.1291111111	0.1491848765
404	0.1779626088	0.1293333333	0.149417284
405	0.1779558266	0.1297777778	0.1498185185
406	0.1779464866	0.1297777778	0.1498648148
407	0.1779380263	0.1296666667	0.1498462963
408	0.1779317377	0.1297777778	0.150149537
409	0.1779255149	0.1297777778	0.1501680556
410	0.1779179081	0.1296666667	0.1500375
411	0.1779093475	0.1296666667	0.1501825617
412	0.1778992335	0.1296666667	0.1506347222
413	0.1778927896	0.1296666667	0.1505304012
414	0.1778883046	0.1296666667	0.1505396605
415	0.1778830783	0.1297777778	0.1506655864
416	0.1778753605	0.1296666667	0.1505976852
417	0.1778647375	0.13	0.1509391975
418	0.1778575388	0.1301111111	0.1509916667
419	0.1778517611	0.1302222222	0.1509768519
420	0.1778413294	0.1303333333	0.151292284
421	0.1778334888	0.1302222222	0.1511533951
422	0.1778270317	0.1302222222	0.1513694444
423	0.1778179197	0.1302222222	0.151712037
424	0.1778113361	0.13	0.1515404321
425	0.1778060417	0.1301111111	0.1516385802
426	0.1777971635	0.1302222222	0.151837963
427	0.1777880706	0.1301111111	0.1519030864
428	0.1777814267	0.1302222222	0.1518256173
429	0.1777763407	0.1302222222	0.1516604938
430	0.1777688544	0.1302222222	0.1514969136
431	0.1777578115	0.13	0.151466358
432	0.1777490791	0.1301111111	0.1514373457
433	0.1777419346	0.1304444444	0.151562037
434	0.1777343687	0.1304444444	0.151662037
435	0.1777279573	0.1305555556	0.1516138889
436	0.1777188401	0.1306666667	0.1518262346
437	0.1777103012	0.1306666667	0.1520509259
438	0.177700076	0.1308888889	0.152162963
439	0.1776930163	0.1306666667	0.1520388889
440	0.1776876802	0.1306666667	0.1520819444
441	0.177678307	0.131	0.1521949074
442	0.1776733086	0.1311111111	0.1522365741
443	0.1776678616	0.1307777778	0.1522236111
444	0.1776608705	0.1308888889	0.1518023148
445	0.1776537328	0.1312222222	0.1519694444
446	0.1776464758	0.1308888889	0.1516490741
447	0.1776346562	0.1308888889	0.1519356481
448	0.177621492	0.1304444444	0.1517162037
449	0.1776127086	0.1304444444	0.151649537
450	0.177607648	0.1305555556	0.1516001543
451	0.1775993527	0.1307777778	0.1516899691
452	0.1775932187	0.1307777778	0.1516890432
453	0.1775840668	0.1312222222	0.1520445988
454	0.1775771242	0.1315555556	0.1524501543
455	0.1775711457	0.1315555556	0.1523143519
456	0.1775641141	0.1313333333	0.1523865741
457	0.1775565305	0.1311111111	0.1522199074
458	0.1775501112	0.1313333333	0.1533138889
459	0.1775434151	0.1313333333	0.1532027778
460	0.1775362709	0.1313333333	0.1530101852
461	0.1775302142	0.1314444444	0.153087963
462	0.1775234195	0.1316666667	0.1534964506
463	0.1775159435	0.1316666667	0.1535094136
464	0.177507297	0.132	0.1534575617
465	0.1775014307	0.1321111111	0.1534945988
466	0.1774938437	0.132	0.1535106481
467	0.1774880849	0.1321111111	0.1536013889
468	0.1774809189	0.1322222222	0.1537162037
469	0.1774733338	0.1322222222	0.153825463
470	0.1774659141	0.1322222222	0.1537606481
471	0.177456129	0.1322222222	0.1537587963
472	0.1774488702	0.1322222222	0.1541486111
473	0.1774417854	0.1322222222	0.1542226852
474	0.1774337123	0.1322222222	0.1541337963
475	0.1774282118	0.1322222222	0.1542699074
476	0.1774200101	0.1322222222	0.1541449074
477	0.1774145022	0.1322222222	0.1541177469
478	0.1774047855	0.1323333333	0.1545834877
479	0.1773956955	0.1322222222	0.1544557099
480	0.1773898099	0.1322222222	0.154366821
481	0.1773827056	0.1323333333	0.1546742284
482	0.1773747506	0.1324444444	0.1549029321
483	0.1773678245	0.1324444444	0.154891821
484	0.177361831	0.1325555556	0.155053858
485	0.1773546431	0.1325555556	0.1550908951
486	0.17734782	0.1325555556	0.1551001543
487	0.1773418655	0.1325555556	0.1549347222
488	0.1773366725	0.1327777778	0.1550532407
489	0.1773285073	0.1328888889	0.1551087963
490	0.1773198387	0.133	0.1555115741
491	0.1773131759	0.1331111111	0.1554705247
492	0.17730769	0.1331111111	0.1554955247
493	0.17730082	0.1331111111	0.1556121914
494	0.1772943323	0.1331111111	0.1554844136
495	0.1772866929	0.1334444444	0.1556510802
496	0.1772788005	0.1334444444	0.1560075617
497	0.1772711055	0.1336666667	0.1561779321
498	0.1772625056	0.1337777778	0.1562399691
499	0.1772530949	0.1336666667	0.1562800926
500	0.1772483617	0.1335555556	0.1562708333
501	0.1772419733	0.1334444444	0.1562523148
502	0.1772328392	0.1335555556	0.1560766975
503	0.1772262583	0.134	0.1563621914
504	0.1772209195	0.1343333333	0.156604784
505	0.1772154058	0.1342222222	0.1568648148
506	0.1772082054	0.1342222222	0.1569867284
507	0.1772016217	0.1338888889	0.1568546296
508	0.1771956467	0.134	0.1569564815
509	0.1771902099	0.1345555556	0.1574614198
510	0.1771844183	0.1344444444	0.1573842593
511	0.1771761495	0.1344444444	0.1574328704
512	0.1771682236	0.1345555556	0.157433179
513	0.1771610249	0.1346666667	0.1575634259
514	0.1771536415	0.1346666667	0.1577208333
515	0.1771452406	0.1346666667	0.1577819444
516	0.1771391277	0.1346666667	0.1576268519
517	0.1771338909	0.1346666667	0.1576447531
518	0.1771279814	0.1346666667	0.1576817901
519	0.1771228987	0.1348888889	0.1576694444
520	0.1771188169	0.1351111111	0.1578125
521	0.1771101979	0.1354444444	0.1580199074
522	0.1771018123	0.1356666667	0.1583486111
523	0.177094408	0.1358888889	0.1586898148
524	0.1770879045	0.136	0.1587393519
525	0.1770799551	0.136	0.158733179
526	0.1770759119	0.1358888889	0.1586165123
527	0.1770696673	0.1358888889	0.1587942901
528	0.1770632047	0.136	0.1588035494
529	0.1770564384	0.136	0.1588896605
530	0.1770507934	0.136	0.1589637346
531	0.1770434039	0.136	0.1588489198
532	0.1770373659	0.1362222222	0.1590902778
533	0.177031914	0.1364444444	0.1591837963
534	0.1770250096	0.1367777778	0.1595444444
535	0.1770169952	0.1368888889	0.1595203704
536	0.1770112846	0.1368888889	0.1594444444
537	0.1770062512	0.137	0.1599842593
538	0.1769997975	0.137	0.1599688272
539	0.176994819	0.1371111111	0.1601632716
540	0.1769864644	0.1368888889	0.1600688272
541	0.1769809182	0.1368888889	0.1602942901
542	0.1769760244	0.137	0.160295679
543	0.1769708593	0.1371111111	0.1603975309
544	0.1769636598	0.1373333333	0.1604716049
545	0.1769578483	0.1372222222	0.1604725309
546	0.1769497629	0.1374444444	0.160645679
547	0.1769443864	0.1373333333	0.1605734568
548	0.1769384353	0.1374444444	0.160687037
549	0.1769332379	0.1372222222	0.1604907407
550	0.1769278279	0.1368888889	0.1603074074
551	0.1769208955	0.1367777778	0.160337963
552	0.1769156851	0.1367777778	0.1601416667
553	0.1769093176	0.1368888889	0.1603694444
554	0.1769031	0.1368888889	0.1603231481
555	0.1768974391	0.1368888889	0.1602768519
556	0.1768927335	0.137	0.1604092593
557	0.1768875297	0.1372222222	0.1604583333
558	0.1768809204	0.1372222222	0.1604555556
559	0.1768754796	0.1374444444	0.1607648148
560	0.176870235	0.1374444444	0.1609083333
561	0.1768605924	0.1376666667	0.1611574074
562	0.1768554078	0.1377777778	0.1613722222
563	0.1768485883	0.138	0.1617657407
564	0.1768400671	0.138	0.1617416667
565	0.1768344419	0.138	0.161737963
566	0.1768264326	0.138	0.1618509259
567	0.1768188086	0.1382222222	0.1620314815
568	0.1768129145	0.1381111111	0.1618188272
569	0.1768071754	0.1381111111	0.1619055556
570	0.1767965436	0.1383333333	0.1620475309
571	0.1767916156	0.1383333333	0.1622790123
572	0.1767829154	0.1382222222	0.1619700617
573	0.1767764641	0.1381111111	0.1618669753
574	0.1767688278	0.1383333333	0.1619780864
575	0.1767645555	0.1384444444	0.1620385802
576	0.1767594166	0.1384444444	0.162066358
577	0.1767536737	0.1385555556	0.1621358025
578	0.176746539	0.1387777778	0.1621416667
579	0.176741397	0.1388888889	0.1625398148
580	0.1767352532	0.1386666667	0.1625455247
581	0.1767272591	0.1386666667	0.1626782407
582	0.1767185675	0.1386666667	0.1624291667
583	0.1767130477	0.1386666667	0.1624445988
584	0.1767057785	0.1388888889	0.1627075617
585	0.1766996402	0.1387777778	0.1626844136
586	0.1766941104	0.1391111111	0.1631029321
587	0.176684639	0.1388888889	0.1629521605
588	0.1766800969	0.1388888889	0.1629058642
589	0.1766761482	0.1387777778	0.1629555556
590	0.1766694812	0.1387777778	0.1630449074
591	0.1766630653	0.1388888889	0.1629060185
592	0.1766578031	0.1387777778	0.1628425926
593	0.1766528375	0.1391111111	0.1633722222
594	0.1766475012	0.1394444444	0.1636768519
595	0.176640778	0.1395555556	0.1636655864
596	0.1766335092	0.1395555556	0.1632162037
597	0.1766302403	0.1395555556	0.1631236111
598	0.1766244699	0.1396666667	0.1635236111
599	0.1766187073	0.1396666667	0.1636655864
600	0.1766122335	0.1396666667	0.1636998457
601	0.1766074549	0.1396666667	0.1636239198
602	0.1766005264	0.1398888889	0.1637845679
603	0.1765951569	0.1398888889	0.163696142
604	0.176589834	0.14	0.1639027778
605	0.1765835758	0.14	0.1638842593
606	0.1765765943	0.1401111111	0.1644675926
607	0.1765696688	0.1398888889	0.1643935185
608	0.1765633617	0.1398888889	0.1640768519
609	0.1765570835	0.14	0.1641037037
610	0.176549007	0.1397777778	0.1640611111
611	0.1765418714	0.1398888889	0.1641027778
612	0.176536044	0.14	0.1642731481
613	0.1765305355	0.14	0.164574537
614	0.1765256862	0.1397777778	0.1645328704
615	0.1765184583	0.1398888889	0.1647041667
616	0.1765141798	0.14	0.1647773148
617	0.1765059878	0.1402222222	0.164674537
618	0.1764973994	0.1401111111	0.1645884259
