iter	PairLogit	PrecisionAt:top=5	MAP:top=5
46	0.6642298783	0.06033333333	0.05863425926
47	0.6639684945	0.05988888889	0.0585058642
48	0.6638041971	0.05955555556	0.05849814815
49	0.6636594511	0.05877777778	0.05770509259
50	0.6634925886	0.05933333333	0.05803518519
51	0.6633669668	0.05966666667	0.05688209877
52	0.6630284276	0.05922222222	0.05706003086
53	0.6628194143	0.05988888889	0.0577308642
54	0.6626254621	0.06011111111	0.05793981481
55	0.6624043675	0.05944444444	0.05768549383
56	0.6621694779	0.05966666667	0.05748317901
57	0.6618620269	0.05855555556	0.05755401235
58	0.6616210057	0.06	0.05817638889
59	0.6614562451	0.06033333333	0.05875061728
60	0.6613058862	0.06122222222	0.05911496914
61	0.6611610374	0.06188888889	0.0599220679
62	0.6609023847	0.06166666667	0.05996358025
63	0.6606548232	0.06266666667	0.06005185185
64	0.6605588054	0.06222222222	0.05980648148
65	0.6603942826	0.06177777778	0.05943611111
66	0.6602091968	0.06177777778	0.0597367284
67	0.6600197545	0.06177777778	0.05967947531
68	0.6597956409	0.06222222222	0.05994737654
69	0.6595558118	0.06277777778	0.06019537037
70	0.6594547422	0.06311111111	0.06058549383
71	0.6593008092	0.06244444444	0.06000833333
72	0.659127489	0.06277777778	0.06011280864
73	0.6589538632	0.06277777778	0.06041898148
74	0.658811981	0.06277777778	0.06012391975
75	0.6587203064	0.063	0.06072175926
76	0.6584947197	0.06366666667	0.06130246914
77	0.6583070819	0.06411111111	0.06164351852
78	0.6581042574	0.06411111111	0.06226080247
79	0.6579981466	0.06433333333	0.06229845679
80	0.6579893908	0.06433333333	0.06227993827
81	0.6578674364	0.065	0.06249320988
82	0.6577615272	0.06444444444	0.06210138889
83	0.6576531227	0.06411111111	0.06194382716
84	0.6574789571	0.06377777778	0.06195740741
85	0.6573624413	0.06388888889	0.06194182099
86	0.657254338	0.06422222222	0.06195648148
87	0.6571804918	0.06477777778	0.06235601852
88	0.6569949654	0.065	0.06281404321
89	0.6568334506	0.06511111111	0.06281929012
90	0.6567615223	0.06533333333	0.06265216049
91	0.6566562966	0.06555555556	0.06274444444
92	0.6565358897	0.06588888889	0.06296558642
93	0.6564303814	0.06555555556	0.06377453704
94	0.6562817437	0.066	0.06362222222
95	0.6560887407	0.06577777778	0.06320740741
96	0.655964185	0.06633333333	0.06353626543
97	0.6558997741	0.06633333333	0.06355833333
98	0.6557829788	0.06622222222	0.0637257716
99	0.655671161	0.06633333333	0.06406049383
100	0.655602958	0.06633333333	0.06407021605
101	0.6554926564	0.066	0.06336959877
102	0.6553473915	0.06644444444	0.06391558642
103	0.6551910275	0.06666666667	0.0638257716
104	0.655070924	0.06655555556	0.06367901235
105	0.6549674503	0.06711111111	0.06379969136
106	0.6548984705	0.06711111111	0.06368626543
107	0.6547573421	0.06733333333	0.06421126543
108	0.6546814739	0.06722222222	0.06432716049
109	0.6545261193	0.06755555556	0.06442222222
110	0.6544597089	0.06822222222	0.06506419753
111	0.654366174	0.06755555556	0.06469475309
112	0.6542347066	0.06766666667	0.06471404321
113	0.6541512361	0.06755555556	0.06449027778
114	0.6540884108	0.06755555556	0.06465324074
115	0.6540232123	0.06744444444	0.06469845679
116	0.6539518431	0.06688888889	0.06455262346
117	0.6538204073	0.06644444444	0.06441574074
118	0.6537197092	0.06666666667	0.06455447531
119	0.6536214926	0.06688888889	0.06438317901
120	0.6535135423	0.06711111111	0.06418688272
121	0.6534217889	0.06733333333	0.06424552469
122	0.6533264798	0.06711111111	0.06418287037
123	0.6532588737	0.06722222222	0.0642212963
124	0.6531346567	0.06744444444	0.06455509259
125	0.6530533747	0.06722222222	0.06462561728
126	0.6529874876	0.06744444444	0.06523703704
127	0.6529158468	0.06733333333	0.06528626543
128	0.6527879776	0.06711111111	0.06487932099
129	0.6526419054	0.06766666667	0.06480416667
130	0.6524761156	0.06755555556	0.06479367284
131	0.6524465116	0.06788888889	0.06511018519
132	0.652365628	0.06766666667	0.06519490741
133	0.6522552281	0.06811111111	0.06569938272
134	0.6522147882	0.068	0.06499891975
135	0.6521413012	0.06866666667	0.06517299383
136	0.6520241286	0.06877777778	0.06563410494
137	0.6519445415	0.06911111111	0.06601728395
138	0.6518557962	0.06888888889	0.06597361111
139	0.6517955743	0.06866666667	0.06571111111
140	0.6516496278	0.06855555556	0.06607716049
141	0.651605701	0.06877777778	0.06609891975
142	0.6515210813	0.06866666667	0.06606095679
143	0.6514073048	0.06866666667	0.06586419753
144	0.6513058985	0.06833333333	0.06599783951
145	0.6512346455	0.06855555556	0.06606867284
146	0.6511468389	0.06888888889	0.0663279321
147	0.6510426793	0.06833333333	0.06644861111
148	0.6509656618	0.06866666667	0.06649228395
149	0.6508845628	0.06888888889	0.0666742284
150	0.6507851967	0.06855555556	0.0662566358
151	0.6507330946	0.06844444444	0.06644753086
152	0.6506644456	0.06833333333	0.06635308642
153	0.6505066875	0.06888888889	0.06657145062
154	0.650428575	0.06877777778	0.06691728395
155	0.6503801033	0.06822222222	0.06647762346
156	0.6503376498	0.06777777778	0.06631512346
157	0.6502182238	0.06744444444	0.06619737654
158	0.6501135743	0.06688888889	0.0660654321
159	0.6500242049	0.06733333333	0.06597314815
160	0.6499644952	0.06733333333	0.06584382716
161	0.649904524	0.06744444444	0.06597376543
162	0.6498354556	0.06744444444	0.06593317901
163	0.6497640156	0.06744444444	0.06605848765
164	0.6496969627	0.06777777778	0.06611589506
165	0.6496557308	0.06733333333	0.06624645062
166	0.6495892387	0.06766666667	0.06638966049
167	0.6495118968	0.06811111111	0.06685740741
168	0.6494352384	0.06733333333	0.06653780864
169	0.649346436	0.06711111111	0.06607978395
170	0.6492999481	0.06744444444	0.06611265432
171	0.6492243989	0.06766666667	0.06648225309
172	0.6491388079	0.06744444444	0.0665595679
173	0.6490930257	0.06766666667	0.06645123457
174	0.6490429403	0.06755555556	0.06658055556
175	0.6489517864	0.06877777778	0.06731219136
176	0.6489086473	0.06844444444	0.06696867284
177	0.6488297292	0.06877777778	0.06736759259
178	0.6487288052	0.06911111111	0.06771898148
179	0.6486704531	0.06933333333	0.0681279321
180	0.6485972347	0.06955555556	0.06818950617
181	0.6485309476	0.06944444444	0.06814259259
182	0.648480607	0.06888888889	0.06831697531
183	0.6483971538	0.069	0.06808395062
184	0.6483478467	0.06922222222	0.06833395062
185	0.6482504106	0.06977777778	0.06842098765
186	0.6481711327	0.06944444444	0.06784259259
187	0.6480899037	0.06944444444	0.06803595679
188	0.6480442553	0.06933333333	0.0677808642
189	0.6479945011	0.06966666667	0.0678529321
190	0.6479410736	0.06944444444	0.06777916667
191	0.6478850561	0.06955555556	0.06778734568
192	0.64781439	0.06933333333	0.06806095679
193	0.6477745387	0.07	0.06859953704
194	0.6477206471	0.07	0.06855385802
195	0.6476640678	0.06977777778	0.06837299383
196	0.6475834173	0.07022222222	0.06845092593
197	0.6475415543	0.06988888889	0.06850216049
198	0.6474576398	0.07	0.06863055556
199	0.6473883904	0.07011111111	0.06881435185
200	0.6473099144	0.07	0.06860277778
201	0.6472759416	0.07	0.06884737654
202	0.6471939172	0.07011111111	0.06863703704
203	0.6471135132	0.07033333333	0.06881404321
204	0.6470586096	0.07044444444	0.06835910494
205	0.647009035	0.07066666667	0.06854953704
206	0.6469517716	0.07055555556	0.06873472222
207	0.6468827959	0.07077777778	0.06886265432
208	0.6468296727	0.07055555556	0.06869799383
209	0.6467816602	0.07088888889	0.06889212963
210	0.6467193384	0.07122222222	0.06915787037
211	0.6466643028	0.07155555556	0.06942515432
212	0.6466036798	0.07144444444	0.06957515432
213	0.6465572628	0.071	0.06906404321
214	0.6464411013	0.07122222222	0.06904367284
215	0.6463505326	0.07155555556	0.06912947531
216	0.6462827962	0.07133333333	0.06897299383
217	0.6462308101	0.07155555556	0.06901805556
218	0.6461682858	0.07188888889	0.06926944444
219	0.6461274085	0.07177777778	0.06903410494
220	0.6460412471	0.072	0.06903317901
221	0.6459937932	0.07211111111	0.06914290123
222	0.6459383652	0.072	0.06907947531
223	0.6458855459	0.07244444444	0.06927253086
224	0.6458419961	0.07188888889	0.06899058642
225	0.645773869	0.07233333333	0.06941929012
226	0.6456955162	0.07211111111	0.06928904321
227	0.6456434249	0.07255555556	0.0696029321
228	0.6455987889	0.07266666667	0.06959567901
229	0.6455274093	0.07244444444	0.06969429012
230	0.6454712698	0.07255555556	0.06971697531
231	0.645408285	0.07288888889	0.07002006173
232	0.6453537127	0.07255555556	0.0699117284
233	0.6453107015	0.07244444444	0.07016234568
234	0.6452663148	0.073	0.07057253086
235	0.6452053609	0.07266666667	0.07021851852
236	0.64516216	0.07222222222	0.0698816358
237	0.6450910582	0.07233333333	0.06993626543
238	0.6450544128	0.07277777778	0.07014104938
239	0.645014	0.07311111111	0.07033395062
240	0.6449631282	0.073	0.0705095679
241	0.6449007541	0.07333333333	0.07064938272
242	0.6448189717	0.07344444444	0.07122391975
243	0.6447839051	0.07322222222	0.0708992284
244	0.6447387632	0.07322222222	0.07089182099
245	0.6446790338	0.07333333333	0.07121712963
246	0.6446199151	0.07322222222	0.0712537037
247	0.6445689259	0.074	0.07183009259
248	0.644499496	0.07388888889	0.07176882716
249	0.6444303939	0.07377777778	0.07107654321
250	0.6443382174	0.07388888889	0.07106157407
251	0.6442632323	0.07377777778	0.07101342593
252	0.6442334015	0.07433333333	0.07189645062
253	0.644178703	0.07411111111	0.07144537037
254	0.6441186716	0.07422222222	0.07161203704
255	0.6440724807	0.07388888889	0.07176049383
256	0.6440368939	0.074	0.07198796296
257	0.6439780452	0.074	0.07203703704
258	0.6439133147	0.07422222222	0.07237854938
259	0.6438669173	0.07422222222	0.0722816358
260	0.6438044367	0.07455555556	0.07255061728
261	0.6437680433	0.07444444444	0.07252839506
262	0.6437190167	0.07455555556	0.07235015432
263	0.6436867129	0.07477777778	0.07250524691
264	0.6436519007	0.075	0.07266882716
265	0.6436264971	0.07466666667	0.07236018519
266	0.6436008943	0.07466666667	0.07249089506
267	0.6435433224	0.07511111111	0.07289583333
268	0.6435099329	0.07488888889	0.07267592593
269	0.6434369142	0.07466666667	0.0725662037
270	0.643408531	0.07477777778	0.0724712963
271	0.6433458974	0.07477777778	0.07229259259
272	0.6433045976	0.07488888889	0.07265277778
273	0.6432511765	0.075	0.07268101852
274	0.6431804264	0.07477777778	0.07249490741
275	0.6431343863	0.07477777778	0.07256851852
276	0.6430961077	0.07477777778	0.07252746914
277	0.6430604858	0.07433333333	0.07227746914
278	0.6430007646	0.07488888889	0.0730992284
279	0.6429387999	0.07477777778	0.07301311728
280	0.6428918911	0.07488888889	0.07355046296
281	0.6428477215	0.07511111111	0.07326867284
282	0.6428036557	0.07488888889	0.07338070988
283	0.6427396295	0.07477777778	0.0738316358
284	0.6427128905	0.075	0.07369953704
285	0.6426634163	0.07533333333	0.07380231481
286	0.6425980968	0.07555555556	0.07372253086
287	0.6425370631	0.07533333333	0.07342685185
288	0.6425030879	0.075	0.07349444444
289	0.6424613452	0.07511111111	0.07391342593
290	0.6424238539	0.07477777778	0.07341512346
291	0.6423945069	0.07477777778	0.07319259259
292	0.6423383962	0.07477777778	0.07345833333
293	0.6422580259	0.07511111111	0.07337561728
294	0.6422169192	0.07511111111	0.07331188272
295	0.6421762464	0.07566666667	0.07377762346
296	0.6421342864	0.07577777778	0.07348472222
297	0.6420834853	0.07588888889	0.0739007716
298	0.6420488491	0.07566666667	0.0737007716
299	0.6420253614	0.07566666667	0.0734212963
300	0.641979152	0.07566666667	0.07343209877
301	0.6419495965	0.07588888889	0.07389012346
302	0.6418755577	0.07588888889	0.0738507716
303	0.6418245787	0.076	0.07369506173
304	0.6417568592	0.076	0.07382283951
305	0.641707552	0.07588888889	0.0738787037
306	0.6416659634	0.07588888889	0.07392299383
307	0.6416287982	0.07566666667	0.07378132716
308	0.6415856404	0.07544444444	0.07340725309
309	0.641555457	0.07544444444	0.07410154321
310	0.6415127022	0.07555555556	0.07399475309
311	0.6414577574	0.07533333333	0.07418503086
312	0.6414258452	0.07566666667	0.07423179012
313	0.6413661484	0.07566666667	0.07453425926
314	0.6413284566	0.07544444444	0.0745087963
315	0.6412984949	0.07588888889	0.07460169753
316	0.6412776459	0.07555555556	0.07430493827
317	0.6412189181	0.07588888889	0.07473194444
318	0.641174939	0.07566666667	0.07472268519
319	0.6411404464	0.07577777778	0.07467777778
320	0.6411255749	0.07577777778	0.07483703704
321	0.6410714793	0.07577777778	0.07436666667
322	0.6410401032	0.07611111111	0.0743492284
323	0.640994006	0.07611111111	0.07440632716
324	0.6409294631	0.07611111111	0.0746242284
325	0.6408824952	0.07633333333	0.0748779321
326	0.6408450302	0.07622222222	0.07490802469
327	0.6407930119	0.07611111111	0.07471820988
328	0.6407614504	0.076	0.0747441358
329	0.640747365	0.07577777778	0.07468580247
330	0.6406853415	0.07611111111	0.07486496914
331	0.6406377811	0.07588888889	0.07475447531
332	0.6405919689	0.076	0.07467854938
333	0.6405547507	0.07588888889	0.07437438272
334	0.6405221666	0.07622222222	0.07443179012
335	0.6404611625	0.07566666667	0.07356018519
336	0.6404253194	0.07588888889	0.07363055556
337	0.6403799657	0.07622222222	0.07403009259
338	0.6403479846	0.07611111111	0.07403533951
339	0.6403049714	0.07633333333	0.07431018519
340	0.6402625943	0.07633333333	0.07445324074
341	0.6402224448	0.07655555556	0.07457685185
342	0.6401801087	0.07633333333	0.07442361111
343	0.6401330075	0.07633333333	0.07452916667
344	0.6401035237	0.07611111111	0.07450092593
345	0.6400786844	0.07622222222	0.07443888889
346	0.6400590965	0.07644444444	0.07452361111
347	0.6400287917	0.07677777778	0.07443811728
348	0.639984071	0.07677777778	0.0746345679
349	0.6399518555	0.07688888889	0.07460324074
350	0.6398998665	0.07688888889	0.07455972222
351	0.6398380851	0.07666666667	0.07443348765
352	0.6397813667	0.07666666667	0.07514830247
353	0.6397346865	0.07688888889	0.07532901235
354	0.6397046076	0.07677777778	0.07520015432
355	0.6396711591	0.07688888889	0.07560617284
356	0.6396459159	0.07677777778	0.07532314815
357	0.6395937956	0.07666666667	0.07546358025
358	0.6395568347	0.07677777778	0.07541358025
359	0.6395210634	0.077	0.07595709877
360	0.6394741547	0.07677777778	0.07567700617
361	0.6394424413	0.07666666667	0.07571033951
362	0.6394012253	0.07688888889	0.07574259259
363	0.6393635144	0.077	0.07595154321
364	0.6393246298	0.07688888889	0.07544722222
365	0.6392997112	0.077	0.07559907407
366	0.6392683854	0.07722222222	0.07584212963
367	0.6392450563	0.07744444444	0.07620910494
368	0.6392169628	0.07711111111	0.07634058642
369	0.639189789	0.07722222222	0.07664166667
370	0.6391528703	0.07722222222	0.07641944444
371	0.6391266068	0.07722222222	0.07659398148
372	0.6391000888	0.07677777778	0.07619104938
373	0.6390566886	0.07711111111	0.07630185185
374	0.6390078621	0.07733333333	0.07643518519
375	0.6389735084	0.07711111111	0.07642006173
376	0.6389466939	0.07733333333	0.07642561728
377	0.6389112677	0.077	0.07640108025
378	0.6388547238	0.07777777778	0.07678734568
379	0.6388227248	0.07733333333	0.07665123457
380	0.6387856985	0.07766666667	0.07670740741
381	0.6387581872	0.07755555556	0.07659907407
382	0.6387328232	0.07811111111	0.07701867284
383	0.6387015636	0.078	0.07680570988
384	0.6386622971	0.07811111111	0.07688024691
385	0.6386272654	0.07777777778	0.07678858025
386	0.6385679061	0.07766666667	0.07676635802
387	0.6385383538	0.07744444444	0.0766316358
388	0.6384932796	0.07788888889	0.07689645062
389	0.6384553728	0.078	0.07701126543
390	0.6384172672	0.07788888889	0.07703549383
391	0.6383848389	0.078	0.0766308642
392	0.6383480958	0.07822222222	0.07684012346
393	0.6383008418	0.078	0.07666435185
394	0.6382598938	0.078	0.07659305556
395	0.6382001167	0.078	0.07686697531
396	0.6381452981	0.07788888889	0.07693040123
397	0.6380934698	0.078	0.07698225309
398	0.6380549623	0.07788888889	0.07701358025
399	0.6380192992	0.07777777778	0.07681358025
400	0.6379970163	0.07777777778	0.07685385802
401	0.6379529114	0.07755555556	0.07683888889
402	0.6379047936	0.07766666667	0.07681358025
403	0.6378833466	0.07766666667	0.07659567901
404	0.637841899	0.07777777778	0.07666867284
405	0.6378101845	0.07788888889	0.07691759259
406	0.6377682917	0.078	0.07673240741
407	0.6377508669	0.078	0.07689135802
408	0.6377169643	0.07822222222	0.07705432099
409	0.6376936439	0.07788888889	0.07708858025
410	0.6376401042	0.07788888889	0.07688533951
411	0.6375709382	0.07777777778	0.07697237654
412	0.6375373356	0.07811111111	0.07716635802
413	0.6375132453	0.07844444444	0.07771743827
414	0.6374540696	0.07866666667	0.07772052469
415	0.6373851755	0.07855555556	0.07746018519
416	0.637352304	0.07844444444	0.07718996914
417	0.6373004517	0.07855555556	0.07689089506
418	0.637261896	0.07844444444	0.07670802469
419	0.6372008831	0.07855555556	0.07686574074
420	0.6371369883	0.07877777778	0.07759351852
421	0.6371097618	0.07844444444	0.07765432099
422	0.6370788256	0.07844444444	0.07749151235
423	0.637034426	0.07866666667	0.07779753086
424	0.6369773318	0.07866666667	0.07783950617
425	0.6369247547	0.07866666667	0.07795216049
426	0.6368872935	0.07855555556	0.07756898148
427	0.6368245805	0.07877777778	0.07774830247
428	0.636752853	0.07888888889	0.07790524691
429	0.6367232376	0.07933333333	0.07861512346
430	0.6366933192	0.07911111111	0.07826682099
431	0.6366290136	0.07922222222	0.0781617284
432	0.6365878147	0.07966666667	0.07873703704
433	0.6365454397	0.08	0.07861296296
434	0.6365003053	0.08	0.07847191358
435	0.6364286032	0.08055555556	0.07877515432
436	0.6363686056	0.08066666667	0.07866574074
437	0.6363167849	0.08066666667	0.07900246914
438	0.6362635094	0.08	0.07861774691
439	0.6362175538	0.08044444444	0.07903858025
440	0.6361634273	0.08	0.07891697531
441	0.636121841	0.07988888889	0.07906157407
442	0.6360866739	0.07966666667	0.07917546296
443	0.6360378704	0.08011111111	0.07942268519
444	0.6359884963	0.08055555556	0.07935787037
445	0.6359418136	0.08055555556	0.07966234568
446	0.6358608594	0.08111111111	0.07978734568
447	0.6358154837	0.08077777778	0.0797095679
448	0.6357783818	0.08066666667	0.07990555556
449	0.6357251841	0.08022222222	0.07937561728
450	0.6356862027	0.08033333333	0.07946018519
451	0.6356379677	0.08077777778	0.07987052469
452	0.6355891136	0.08066666667	0.07982777778
453	0.635520273	0.08088888889	0.08007021605
454	0.6354494098	0.08077777778	0.08036805556
455	0.6354083674	0.08033333333	0.07999768519
456	0.6353725458	0.08033333333	0.08007175926
457	0.635319082	0.08066666667	0.08045802469
458	0.6352628874	0.08122222222	0.08085246914
459	0.6351978547	0.08177777778	0.08100848765
460	0.6351516294	0.08177777778	0.08118996914
461	0.6350798266	0.082	0.08127237654
462	0.6350339199	0.08155555556	0.08095015432
463	0.6349854013	0.08222222222	0.08130941358
464	0.6349447564	0.08255555556	0.0815117284
465	0.6349144832	0.08244444444	0.0815117284
466	0.6348499692	0.08255555556	0.08139182099
467	0.6347824931	0.08277777778	0.08115401235
468	0.6347316101	0.08311111111	0.0814720679
469	0.6346531594	0.08244444444	0.08111743827
470	0.6345727064	0.08255555556	0.08149259259
471	0.6345201953	0.08277777778	0.08174197531
472	0.6344742645	0.08288888889	0.08173317901
473	0.6344173963	0.08266666667	0.08142824074
474	0.634320275	0.08355555556	0.08206450617
475	0.6342676927	0.083	0.0817537037
476	0.6341992753	0.08322222222	0.08193055556
477	0.6341583939	0.08322222222	0.08224521605
478	0.6340975596	0.083	0.08222407407
479	0.634056176	0.083	0.08214891975
480	0.6339784722	0.08322222222	0.08236373457
481	0.6339152343	0.08366666667	0.08251049383
482	0.6338456552	0.08333333333	0.08209675926
483	0.6338067779	0.08355555556	0.08228503086
484	0.6337414293	0.08344444444	0.08233503086
485	0.6336791952	0.08344444444	0.08261388889
486	0.6336155171	0.08355555556	0.08277222222
487	0.6335535767	0.08355555556	0.08271481481
488	0.6334935268	0.08388888889	0.08300833333
489	0.6334215906	0.08366666667	0.08284274691
490	0.6333374669	0.08388888889	0.08324459877
491	0.6332894086	0.08377777778	0.08288888889
492	0.6332275485	0.08411111111	0.08304645062
493	0.6331695968	0.08411111111	0.08314058642
494	0.633100945	0.084	0.08299675926
495	0.6330510675	0.08411111111	0.08299398148
496	0.6329881281	0.08422222222	0.08294398148
497	0.6329235545	0.08444444444	0.08328040123
498	0.6328553091	0.08466666667	0.08342299383
499	0.6327669191	0.08444444444	0.08326790123
500	0.6327142306	0.08444444444	0.08315030864
501	0.6326577583	0.08433333333	0.08331820988
502	0.6325904874	0.08388888889	0.08308842593
503	0.6325451472	0.08411111111	0.08318873457
504	0.632501452	0.08411111111	0.08328009259
505	0.6324171002	0.08411111111	0.0831933642
506	0.6323755728	0.08433333333	0.08318811728
507	0.6322937112	0.08433333333	0.08331975309
508	0.6322249913	0.084	0.08342006173
509	0.6321599346	0.08455555556	0.08352731481
510	0.6320779194	0.08466666667	0.0833662037
511	0.6320287752	0.08455555556	0.08339429012
512	0.6319598933	0.08455555556	0.08350354938
513	0.6318842167	0.08422222222	0.08316682099
514	0.6318078511	0.08444444444	0.08306080247
515	0.6317429191	0.08466666667	0.0832691358
516	0.6316791531	0.08444444444	0.08344182099
517	0.6316088309	0.08455555556	0.08327762346
518	0.6315547549	0.08477777778	0.08331728395
519	0.6314802894	0.08444444444	0.08337391975
520	0.6314049899	0.08477777778	0.08363873457
521	0.6313554944	0.08488888889	0.08367345679
522	0.6312813285	0.08455555556	0.08326604938
523	0.6312135262	0.08455555556	0.08336111111
524	0.6311432456	0.08511111111	0.08360092593
525	0.6310742947	0.085	0.08361604938
526	0.6309897962	0.08511111111	0.08366095679
527	0.6309402027	0.08488888889	0.08352314815
528	0.6308636957	0.08511111111	0.08382037037
529	0.6307865056	0.08511111111	0.08369351852
530	0.6307319575	0.08488888889	0.08368425926
531	0.6306772275	0.085	0.08367654321
532	0.630601306	0.08522222222	0.08385108025
533	0.6305218042	0.08533333333	0.08422623457
534	0.6304672313	0.08544444444	0.08437932099
535	0.6304037695	0.08555555556	0.08478302469
536	0.6303300285	0.08533333333	0.08462283951
537	0.6302589369	0.08566666667	0.08495987654
538	0.630181708	0.08533333333	0.08474444444
539	0.6300924463	0.08533333333	0.08489320988
540	0.6300420077	0.08544444444	0.08502623457
541	0.6299762258	0.08544444444	0.08524058642
542	0.629901905	0.08555555556	0.08530540123
543	0.6298474287	0.08522222222	0.08525555556
544	0.6297917199	0.08533333333	0.0852757716
545	0.6297194488	0.08544444444	0.0849867284
546	0.6296405771	0.08577777778	0.08525401235
547	0.6295886262	0.08566666667	0.08519382716
548	0.6295280963	0.08555555556	0.0851212963
549	0.6294599073	0.08522222222	0.08478040123
550	0.6294114192	0.08511111111	0.08470987654
551	0.6293241995	0.08577777778	0.08533904321
552	0.6292639419	0.08577777778	0.085275
553	0.6291968918	0.08588888889	0.08547669753
554	0.6291450386	0.08555555556	0.08513225309
555	0.6290931705	0.08555555556	0.08536064815
556	0.6290387463	0.08555555556	0.08526558642
557	0.6289824502	0.085	0.0849220679
558	0.6289160905	0.08522222222	0.08519320988
559	0.6288540262	0.08455555556	0.08486589506
560	0.6287922786	0.08477777778	0.08491774691
561	0.6287307222	0.085	0.08502608025
562	0.6286533867	0.08533333333	0.08538996914
563	0.6285628248	0.08522222222	0.08532808642
564	0.6284952918	0.08511111111	0.08522978395
565	0.6284253275	0.08533333333	0.08536280864
566	0.6283591293	0.085	0.08498225309
567	0.6283096261	0.08544444444	0.0853912037
568	0.6282507301	0.08533333333	0.08540509259
569	0.6281844731	0.08522222222	0.08550833333
570	0.6281237039	0.08522222222	0.08542746914
571	0.6280685162	0.08511111111	0.08538348765
572	0.6280042707	0.08522222222	0.08537052469
573	0.6278838022	0.08544444444	0.08550108025
574	0.6278215693	0.08533333333	0.08546959877
575	0.6277660336	0.08555555556	0.08558503086
576	0.6277067287	0.08566666667	0.08579907407
577	0.6276538776	0.08566666667	0.08563611111
578	0.6275948341	0.08566666667	0.08572561728
579	0.6275292121	0.08611111111	0.08582330247
580	0.6274722569	0.08633333333	0.08606851852
581	0.6274017853	0.08644444444	0.08613333333
582	0.6273196565	0.08666666667	0.08617932099
583	0.6272565942	0.08677777778	0.08624567901
584	0.6272008926	0.08677777778	0.08618503086
585	0.6271096569	0.08688888889	0.08638410494
586	0.6270272454	0.087	0.08680632716
587	0.6269855557	0.08722222222	0.08706466049
588	0.6269322099	0.08722222222	0.08710401235
589	0.626875392	0.08722222222	0.08671450617
590	0.6268134642	0.08722222222	0.08683117284
591	0.6267428234	0.087	0.08670231481
592	0.6266752582	0.08711111111	0.08672453704
593	0.6265904265	0.08711111111	0.08679367284
594	0.6265275996	0.08766666667	0.08741574074
595	0.6264588224	0.08755555556	0.08725277778
596	0.6263995117	0.08777777778	0.08708641975
597	0.6263344955	0.08788888889	0.08703271605
598	0.6262694204	0.08788888889	0.08697608025
599	0.6262180317	0.08822222222	0.08710771605
600	0.6261522512	0.08811111111	0.08693256173
601	0.6260904062	0.08844444444	0.08723811728
602	0.6260359817	0.08811111111	0.08723395062
603	0.6259688849	0.08788888889	0.0870154321
604	0.6259209127	0.08811111111	0.08728873457
605	0.6258651315	0.08777777778	0.08705138889
606	0.6258075944	0.08822222222	0.08779891975
607	0.6257427838	0.08811111111	0.08758240741
608	0.6256678157	0.08788888889	0.08760787037
609	0.6256001039	0.08811111111	0.08758132716
610	0.6255438548	0.088	0.08748364198
611	0.6254836147	0.08833333333	0.08799645062
612	0.625435035	0.08777777778	0.08741496914
613	0.6253821825	0.088	0.08795108025
614	0.6253416428	0.08822222222	0.08782608025
615	0.6252884347	0.08866666667	0.08823811728
616	0.6252347514	0.08855555556	0.088175
