iter	Passed	Remaining
874	3739147	4807475
875	3742929	4802571
876	3746365	4797226
877	3750094	4792261
878	3753804	4787275
879	3757376	4782115
880	3760804	4776776
881	3764444	4771711
882	3768053	4766609
883	3771713	4761575
884	3775351	4756516
885	3778932	4751389
886	3782538	4746297
887	3786111	4741166
888	3789682	4736037
889	3793277	4730941
890	3796944	4725938
891	3800381	4720653
892	3804297	4715965
893	3807890	4710879
894	3811596	4705937
895	3815329	4701031
896	3819005	4696057
897	3822675	4691078
898	3826306	4686054
899	3829985	4681093
900	3833376	4675782
901	3836778	4670490
902	3840178	4665200
903	3843673	4660029
904	3847268	4654982
905	3850746	4649797
906	3854548	4645007
907	3858001	4639799
908	3861455	4634596
909	3865109	4629636
910	3868579	4624460
911	3872173	4619434
912	3875638	4614259
913	3879073	4609051
914	3882454	4603784
915	3885968	4598678
916	3889628	4593749
917	3893281	4588812
918	3896956	4583906
919	3900712	4579097
920	3904408	4574220
921	3908384	4569672
922	3912116	4564841
923	3915763	4559914
924	3919388	4554965
925	3923098	4550116
926	3927132	4545645
927	3930597	4540517
928	3934139	4535483
929	3937563	4530314
930	3941012	4525179
931	3944639	4520252
932	3949898	4517193
933	3954584	4513476
934	3960016	4510607
935	3964370	4506507
936	3969526	4503315
937	3974096	4499457
938	3978549	4495464
939	3983138	4491624
940	3987934	4488015
941	3992637	4484299
942	3997168	4480389
943	4001690	4476467
944	4006288	4472628
945	4010951	4468861
946	4015624	4465103
947	4020764	4461861
948	4025931	4458645
949	4030628	4454904
950	4035773	4451658
951	4040295	4447720
952	4044827	4443792
953	4049519	4440039
954	4054021	4436075
955	4058524	4432113
956	4063257	4428398
957	4068109	4424812
958	4072518	4420741
959	4076996	4416745
960	4081752	4413050
961	4086534	4409379
962	4091489	4405892
963	4096501	4402464
964	4101723	4399257
965	4106475	4395544
966	4111007	4391593
967	4115730	4387845
968	4120566	4384214
969	4125211	4380379
970	4129505	4376170
971	4133832	4371996
972	4138447	4368124
973	4142929	4364112
974	4147640	4360340
975	4152253	4356462
976	4156953	4352675
977	4161827	4349067
978	4166432	4345176
979	4171568	4341836
980	4176919	4338717
981	4182143	4335459
982	4186887	4331703
983	4191620	4327932
984	4196515	4324328
985	4201757	4321077
986	4206429	4317237
987	4211153	4313448
988	4215670	4309447
989	4220234	4305491
990	4225006	4301747
991	4229589	4297808
992	4234287	4293985
993	4239172	4290349
994	4244037	4286691
995	4248873	4283000
996	4253794	4279394
997	4258890	4275960
998	4264307	4272845
999	4269233	4269233
1000	4274329	4265789
1001	4279262	4262179
1002	4284023	4258396
1003	4288934	4254759
1004	4293525	4250804
1005	4298396	4247123
1006	4303119	4243294
1007	4308314	4239928
1008	4312654	4235718
1009	4317583	4232086
1010	4322066	4228015
1011	4326624	4224017
1012	4331058	4219896
1013	4335671	4215948
1014	4340556	4212263
1015	4345346	4208485
1016	4349944	4204518
1017	4353769	4199804
1018	4358146	4195625
1019	4363071	4191970
1020	4368635	4188927
1021	4374100	4185783
1022	4379091	4182182
1023	4384077	4178573
1024	4388833	4174743
1025	4393757	4171071
1026	4398521	4167246
1027	4403446	4163570
1028	4408124	4159659
1029	4412810	4155753
1030	4417639	4151981
1031	4422803	4148521
1032	4427682	4144790
1033	4432435	4140940
1034	4437374	4137262
1035	4442348	4133613
1036	4446926	4129595
1037	4451652	4125712
1038	4456440	4121886
1039	4461523	4118329
1040	4466191	4114387
1041	4470926	4110506
1042	4475968	4106904
1043	4480696	4103013
1044	4485502	4099191
1045	4490394	4095446
1046	4495234	4091650
1047	4500073	4087853
1048	4504838	4083985
1049	4509487	4080012
