iter	Passed	Remaining
249	13461	94232
250	13515	94177
251	13560	94059
252	13610	93979
253	13722	94331
254	13794	94395
255	13852	94370
256	13903	94295
257	13957	94243
258	14004	94140
259	14055	94060
260	14113	94033
261	14168	93990
262	14218	93909
263	14281	93910
264	14357	94003
265	14444	94160
266	14516	94221
267	14585	94263
268	14647	94255
269	14702	94206
270	14757	94151
271	14812	94102
272	14877	94114
273	14984	94391
274	15056	94445
275	15116	94424
276	15175	94397
277	15235	94374
278	15310	94443
279	15416	94699
280	15505	94851
281	15569	94850
282	15619	94763
283	15664	94650
284	15727	94641
285	15786	94606
286	15833	94502
287	15888	94448
288	15937	94358
289	15985	94259
290	16031	94152
291	16089	94111
292	16149	94088
293	16211	94072
294	16282	94107
295	16351	94129
296	16422	94169
297	16481	94129
298	16535	94070
299	16614	94151
300	16689	94206
301	16755	94207
302	16811	94153
303	16867	94105
304	16914	93997
305	16961	93899
306	17014	93831
307	17075	93804
308	17129	93740
309	17190	93716
310	17252	93698
311	17321	93715
312	17383	93692
313	17470	93806
314	17539	93823
315	17592	93753
316	17647	93694
317	17700	93625
318	17749	93532
319	17801	93459
320	17856	93398
321	17922	93397
322	17989	93402
323	18060	93426
324	18118	93379
325	18180	93355
326	18243	93337
327	18316	93370
328	18385	93379
329	18449	93365
330	18510	93337
331	18579	93343
332	18637	93298
333	18700	93276
334	18763	93258
335	18817	93189
336	18878	93157
337	18964	93251
338	19016	93173
339	19080	93158
340	19134	93089
341	19190	93035
342	19244	92967
343	19308	92949
344	19364	92895
345	19413	92801
346	19463	92715
347	19519	92662
348	19567	92565
349	19622	92505
350	19681	92462
351	19731	92379
352	19782	92300
353	19844	92271
354	19904	92231
355	19972	92232
356	20038	92220
357	20088	92139
358	20149	92102
359	20197	92011
360	20247	91927
361	20304	91873
362	20362	91826
363	20417	91768
364	20478	91734
365	20533	91673
366	20585	91596
367	20638	91525
368	20694	91471
369	20755	91434
370	20830	91461
371	20897	91456
372	20952	91393
373	21005	91323
374	21061	91265
375	21115	91201
376	21169	91136
377	21223	91069
378	21277	91004
379	21327	90924
380	21387	90880
381	21452	90865
382	21517	90844
383	21579	90813
384	21631	90739
385	21679	90650
386	21730	90571
387	21783	90502
388	21845	90468
389	21896	90394
390	21942	90297
391	21992	90215
392	22055	90184
393	22140	90249
394	22201	90209
395	22253	90137
396	22308	90078
397	22362	90010
398	22422	89972
399	22487	89950
400	22545	89900
401	22598	89831
402	22652	89767
403	22704	89693
404	22762	89643
405	22821	89600
406	22880	89553
407	22940	89511
408	22999	89468
409	23049	89388
410	23105	89329
411	23171	89310
412	23229	89262
413	23283	89196
414	23332	89112
415	23384	89042
416	23434	88961
417	23497	88931
418	23549	88860
419	23613	88830
420	23660	88739
421	23707	88650
422	23766	88604
423	23825	88560
424	23885	88515
425	23938	88448
426	23989	88375
427	24041	88300
428	24091	88223
429	24149	88172
430	24210	88134
431	24265	88073
432	24320	88015
433	24376	87958
434	24436	87915
435	24497	87878
436	24550	87809
437	24600	87731
438	24652	87660
439	24701	87577
440	24760	87532
441	24819	87485
442	24875	87427
443	24929	87365
444	24984	87304
445	25036	87234
446	25088	87163
447	25141	87097
448	25200	87050
449	25254	86988
450	25319	86960
451	25376	86909
452	25428	86836
453	25476	86753
454	25528	86686
455	25580	86615
456	25629	86535
457	25689	86492
458	25748	86445
459	25806	86395
460	25873	86374
461	25932	86329
462	25995	86296
463	26046	86224
464	26095	86142
465	26152	86091
466	26207	86028
467	26264	85976
468	26321	85924
469	26384	85888
470	26434	85812
471	26489	85752
472	26536	85669
473	26588	85599
474	26636	85518
475	26698	85480
476	26762	85447
477	26825	85413
478	26884	85368
479	26936	85297
480	26996	85255
481	27050	85193
482	27099	85113
483	27150	85042
484	27201	84971
485	27254	84905
486	27312	84853
487	27363	84781
488	27421	84732
489	27472	84659
490	27525	84594
491	27581	84537
492	27634	84471
493	27685	84401
494	27740	84341
495	27792	84273
496	27836	84183
497	27896	84137
498	27954	84086
499	28003	84010
500	28052	83934
501	28105	83868
502	28160	83810
503	28202	83711
504	28253	83640
505	28309	83584
506	28355	83501
507	28422	83477
508	28473	83406
509	28528	83348
510	28591	83312
511	28649	83262
512	28702	83199
513	28755	83134
514	28815	83088
515	28867	83020
516	28921	82959
517	28979	82910
518	29032	82847
519	29083	82775
520	29139	82721
521	29194	82660
522	29243	82586
523	29292	82511
524	29347	82452
525	29400	82387
526	29449	82313
527	29506	82259
528	29564	82209
529	29615	82140
530	29669	82081
531	29727	82029
532	29789	81990
533	29844	81931
534	29899	81872
535	29955	81817
536	30012	81766
537	30075	81729
538	30132	81675
539	30190	81626
540	30246	81570
541	30302	81514
542	30360	81465
543	30429	81442
544	30487	81392
545	30545	81342
546	30599	81282
547	30654	81222
548	30701	81144
549	30750	81070
550	30801	81001
551	30846	80915
552	30905	80869
553	30956	80800
554	31013	80746
555	31064	80679
556	31112	80601
557	31165	80539
558	31221	80483
559	31282	80440
560	31341	80393
561	31400	80344
562	31458	80294
563	31513	80235
564	31574	80192
565	31628	80134
566	31689	80089
567	31746	80036
568	31796	79966
569	31856	79920
570	31906	79850
571	31959	79788
572	32074	79879
573	32144	79857
574	32195	79788
575	32245	79717
576	32295	79647
577	32352	79594
578	32406	79532
579	32469	79493
580	32519	79424
581	32571	79357
582	32624	79294
583	32683	79245
584	32742	79198
585	32795	79134
586	32847	79069
587	32898	79002
588	32956	78950
589	33004	78875
590	33056	78809
591	33113	78757
592	33170	78702
593	33230	78655
594	33278	78581
595	33334	78525
596	33394	78480
597	33448	78420
598	33500	78353
599	33550	78284
600	33607	78231
601	33658	78162
602	33708	78093
603	33758	78024
604	33809	77956
605	33862	77894
606	33921	77845
607	33978	77792
608	34027	77722
609	34083	77666
610	34137	77604
611	34189	77540
612	34241	77475
613	34296	77417
614	34349	77356
615	34401	77290
616	34458	77237
617	34516	77187
618	34575	77139
619	34624	77068
620	34683	77017
621	34738	76960
622	34789	76894
623	34843	76833
624	34900	76780
625	34949	76710
626	35008	76662
627	35066	76609
628	35126	76562
629	35184	76512
630	35236	76447
631	35303	76415
632	35356	76355
633	35407	76288
634	35462	76230
635	35523	76184
636	35580	76132
637	35635	76074
638	35689	76014
639	35747	75964
640	35805	75912
641	35859	75852
642	35917	75801
643	35972	75742
644	36029	75688
645	36081	75626
646	36144	75585
647	36193	75515
648	36259	75479
649	36326	75447
650	36383	75394
651	36438	75335
652	36494	75279
653	36553	75231
654	36601	75158
655	36651	75090
656	36701	75023
657	36753	74960
658	36805	74895
659	36863	74844
660	36926	74802
661	36977	74736
662	37030	74675
663	37080	74606
664	37138	74555
665	37191	74494
666	37240	74424
667	37297	74371
668	37348	74306
669	37401	74244
670	37464	74204
671	37533	74173
672	37588	74115
673	37647	74065
674	37707	74019
675	37763	73963
676	37817	73904
677	37868	73837
678	37921	73777
679	37974	73715
680	38022	73644
681	38073	73578
682	38136	73536
683	38184	73465
684	38236	73402
685	38292	73346
686	38349	73293
687	38398	73224
688	38447	73155
689	38498	73090
690	38553	73034
691	38608	72977
692	38664	72920
693	38720	72866
694	38776	72811
695	38821	72734
696	38884	72692
697	38946	72647
698	38998	72584
699	39070	72559
700	39124	72500
701	39177	72439
702	39242	72399
703	39302	72353
704	39351	72283
705	39406	72227
706	39461	72169
707	39510	72101
708	39567	72048
709	39616	71979
710	39674	71927
711	39727	71866
712	39777	71800
713	39828	71735
714	39876	71666
715	39935	71616
716	39993	71564
717	40047	71505
718	40098	71440
719	40152	71382
720	40213	71336
721	40273	71287
722	40328	71231
723	40393	71191
724	40449	71135
725	40509	71087
726	40561	71024
727	40624	70980
728	40673	70913
729	40726	70852
730	40793	70816
731	40850	70763
732	40903	70703
733	40957	70643
734	41016	70592
735	41082	70554
736	41145	70510
737	41204	70460
738	41267	70417
739	41328	70370
740	41381	70308
741	41432	70245
742	41491	70194
743	41546	70137
744	41607	70089
745	41657	70024
746	41722	69984
747	41780	69931
748	41844	69889
749	41899	69832
750	41952	69772
751	42016	69729
752	42066	69663
753	42123	69609
754	42176	69548
755	42243	69512
756	42296	69451
757	42359	69407
758	42415	69350
759	42470	69293
760	42527	69239
761	42576	69173
762	42631	69115
763	42687	69060
764	42742	69002
765	42792	68937
766	42848	68881
767	42897	68814
768	42951	68755
769	43007	68700
770	43058	68635
771	43117	68586
772	43173	68530
773	43236	68486
774	43298	68438
775	43353	68382
776	43410	68328
777	43472	68282
778	43536	68239
779	43595	68187
780	43643	68118
781	43704	68071
782	43752	68003
783	43812	67954
784	43864	67891
785	43916	67829
786	43964	67762
787	44020	67707
788	44080	67657
789	44135	67600
790	44193	67546
791	44257	67504
792	44306	67437
793	44366	67388
794	44429	67343
795	44484	67285
796	44543	67234
797	44599	67178
798	44657	67125
799	44705	67058
800	44760	67001
801	44816	66944
802	44879	66899
803	44932	66839
804	45004	66808
805	45059	66750
806	45124	66708
807	45186	66661
808	45247	66612
809	45301	66554
810	45358	66500
811	45415	66445
812	45467	66383
813	45518	66321
814	45578	66270
815	45628	66206
816	45689	66157
817	45746	66102
818	45806	66053
819	45861	65996
820	45913	65934
821	45969	65878
822	46025	65822
823	46092	65781
824	46142	65718
825	46197	65661
826	46251	65602
827	46312	65553
828	46379	65513
829	46443	65468
830	46497	65410
831	46563	65368
832	46615	65306
833	46676	65257
834	46735	65205
835	46786	65143
836	46845	65090
837	46898	65031
838	46947	64965
839	46999	64904
840	47051	64842
841	47101	64778
842	47161	64727
843	47210	64662
844	47262	64601
845	47316	64543
846	47380	64498
847	47440	64447
848	47501	64398
849	47569	64358
850	47628	64306
851	47677	64241
852	47730	64181
853	47794	64136
854	47852	64082
855	47903	64019
856	47951	63954
857	48015	63908
858	48071	63852
859	48129	63799
860	48179	63735
861	48234	63678
862	48290	63622
863	48349	63570
864	48434	63552
865	48496	63504
866	48556	63453
867	48613	63399
868	48668	63342
869	48729	63291
870	48793	63247
871	48845	63185
872	48905	63135
873	48957	63072
874	49009	63012
875	49072	62965
876	49126	62906
877	49182	62851
878	49244	62802
879	49313	62762
880	49375	62713
881	49429	62655
882	49484	62598
883	49542	62544
884	49597	62487
885	49657	62436
886	49724	62393
887	49783	62341
888	49838	62284
889	49901	62236
890	49955	62177
891	50012	62123
892	50065	62063
893	50131	62019
894	50183	61958
895	50241	61904
896	50301	61853
897	50367	61809
898	50423	61753
899	50483	61701
900	50546	61654
901	50600	61595
902	50667	61553
903	50728	61503
904	50789	61452
905	50844	61395
906	50901	61340
907	50962	61289
908	51020	61235
909	51080	61183
910	51142	61135
911	51197	61077
912	51261	61030
913	51320	60978
914	51379	60925
915	51432	60865
916	51489	60809
917	51545	60753
918	51596	60692
919	51652	60635
920	51711	60582
921	51765	60523
922	51814	60459
923	51869	60402
924	51916	60335
925	51970	60277
926	52026	60220
927	52088	60171
928	52144	60114
929	52214	60074
930	52271	60019
931	52330	59966
932	52395	59920
933	52455	59868
934	52513	59814
935	52566	59754
936	52616	59691
937	52671	59634
938	52735	59586
939	52788	59527
940	52841	59467
941	52888	59400
942	52938	59338
943	52997	59285
944	53047	59222
945	53095	59156
946	53170	59121
947	53227	59066
948	53280	59007
949	53339	58954
950	53396	58899
951	53441	58830
952	53502	58779
953	53568	58734
954	53625	58679
955	53685	58627
956	53738	58567
957	53793	58510
958	53849	58454
959	53914	58407
960	53960	58339
961	54016	58283
962	54069	58224
963	54127	58170
964	54195	58126
965	54250	58068
966	54310	58017
967	54364	57959
968	54420	57902
969	54481	57851
970	54534	57792
971	54604	57750
972	54659	57692
973	54718	57640
974	54777	57586
975	54837	57534
976	54889	57473
977	54941	57412
978	54994	57353
979	55055	57302
980	55107	57242
981	55163	57185
982	55214	57124
983	55265	57062
984	55322	57007
985	55379	56951
986	55430	56891
987	55487	56834
988	55549	56784
989	55609	56733
990	55675	56686
991	55732	56631
992	55790	56577
993	55847	56521
994	55900	56462
995	55951	56400
996	56004	56341
997	56061	56286
998	56126	56238
999	56184	56184
1000	56239	56126
1001	56288	56063
1002	56343	56006
1003	56399	55950
1004	56449	55887
1005	56500	55826
1006	56555	55769
1007	56608	55710
1008	56663	55652
1009	56718	55595
1010	56775	55540
1011	56827	55480
1012	56897	55436
1013	56950	55377
1014	57012	55327
1015	57077	55280
1016	57130	55220
1017	57191	55169
1018	57242	55107
1019	57300	55053
1020	57355	54996
1021	57410	54938
1022	57463	54879
1023	57522	54825
1024	57585	54776
1025	57645	54723
1026	57702	54668
1027	57750	54604
1028	57800	54542
1029	57855	54485
1030	57908	54426
1031	57965	54370
1032	58026	54319
1033	58082	54262
1034	58139	54207
1035	58191	54147
1036	58254	54097
1037	58313	54043
1038	58376	53994
1039	58426	53932
1040	58483	53876
1041	58540	53820
1042	58588	53757
1043	58651	53707
1044	58714	53657
1045	58777	53608
1046	58841	53558
1047	58904	53508
1048	58965	53456
1049	59030	53408
1050	59086	53351
1051	59139	53292
1052	59196	53237
1053	59248	53177
1054	59298	53115
1055	59353	53058
1056	59411	53003
1057	59468	52948
1058	59519	52887
1059	59571	52827
1060	59620	52764
1061	59676	52708
1062	59726	52647
1063	59782	52590
1064	59841	52536
1065	59895	52479
1066	59948	52420
1067	60012	52370
1068	60065	52311
1069	60117	52251
1070	60183	52203
1071	60239	52147
1072	60306	52100
1073	60356	52039
1074	60408	51979
1075	60469	51927
1076	60525	51870
1077	60581	51814
1078	60636	51757
1079	60698	51705
1080	60752	51647
1081	60806	51590
1082	60861	51532
1083	60916	51475
1084	60982	51427
1085	61041	51373
1086	61091	51312
1087	61145	51254
1088	61203	51199
1089	61260	51143
1090	61310	51082
1091	61362	51023
1092	61418	50966
1093	61478	50913
1094	61548	50868
1095	61607	50814
1096	61668	50762
1097	61721	50704
1098	61771	50642
1099	61822	50582
1100	61876	50523
1101	61935	50469
1102	61999	50420
1103	62057	50365
1104	62116	50311
1105	62169	50252
1106	62228	50198
1107	62272	50133
1108	62336	50082
1109	62388	50023
1110	62438	49961
1111	62492	49904
1112	62542	49843
1113	62597	49785
1114	62644	49722
1115	62697	49663
1116	62758	49610
1117	62824	49563
1118	62878	49505
1119	62929	49444
1120	62984	49387
1121	63036	49327
1122	63099	49277
1123	63155	49221
1124	63213	49165
1125	63267	49108
1126	63327	49054
1127	63375	48992
1128	63427	48933
1129	63492	48883
1130	63545	48824
1131	63603	48770
1132	63656	48711
1133	63707	48651
1134	63763	48595
1135	63817	48537
1136	63873	48481
1137	63932	48426
1138	63991	48372
1139	64048	48317
1140	64108	48263
1141	64165	48208
1142	64229	48158
1143	64282	48099
1144	64336	48041
1145	64393	47985
1146	64456	47935
1147	64517	47882
1148	64570	47823
1149	64632	47771
1150	64684	47712
1151	64750	47663
1152	64814	47613
1153	64868	47555
1154	64933	47505
1155	64987	47447
1156	65044	47391
1157	65103	47338
1158	65163	47284
1159	65227	47233
1160	65291	47183
1161	65356	47133
1162	65409	47074
1163	65471	47022
1164	65528	46966
1165	65589	46914
1166	65651	46861
1167	65701	46800
1168	65759	46746
1169	65840	46707
1170	65898	46651
1171	65954	46595
1172	66014	46542
1173	66064	46481
1174	66124	46427
1175	66186	46375
1176	66239	46317
1177	66292	46258
1178	66346	46200
1179	66406	46146
1180	66463	46091
1181	66618	46102
1182	66699	46064
1183	66761	46011
1184	66821	45957
1185	66886	45906
1186	66946	45852
1187	67010	45801
1188	67071	45748
1189	67134	45696
1190	67190	45640
1191	67248	45584
1192	67306	45529
1193	67370	45477
1194	67422	45418
1195	67482	45364
1196	67538	45308
1197	67596	45252
1198	67659	45200
1199	67720	45146
1200	67792	45101
1201	67872	45059
1202	67947	45016
1203	68020	44970
1204	68081	44916
1205	68145	44865
1206	68209	44813
1207	68280	44766
1208	68352	44720
1209	68417	44669
1210	68484	44619
1211	68560	44575
1212	68630	44527
1213	68704	44482
1214	68775	44435
1215	68834	44380
1216	68900	44329
1217	68959	44274
1218	69022	44221
1219	69080	44166
1220	69161	44125
1221	69218	44069
1222	69274	44011
1223	69334	43957
1224	69400	43906
1225	69457	43849
1226	69511	43791
1227	69576	43740
1228	69641	43688
1229	69710	43640
1230	69796	43601
1231	69855	43546
1232	69921	43495
1233	69988	43445
1234	70048	43390
1235	70105	43333
1236	70162	43277
1237	70223	43223
1238	70293	43174
1239	70378	43135
1240	70458	43092
1241	70518	43037
1242	70574	42980
1243	70626	42920
1244	70680	42862
1245	70747	42811
1246	70808	42757
1247	70863	42700
1248	70917	42641
1249	70978	42586
1250	71030	42527
1251	71092	42473
1252	71161	42424
1253	71230	42374
1254	71304	42327
1255	71372	42277
1256	71433	42223
1257	71496	42170
1258	71568	42122
1259	71645	42077
1260	71712	42026
1261	71776	41973
1262	71833	41917
1263	71904	41868
1264	71985	41825
1265	72047	41771
1266	72111	41718
1267	72182	41670
1268	72254	41621
1269	72327	41574
1270	72392	41521
1271	72451	41465
1272	72511	41410
1273	72570	41354
1274	72634	41301
1275	72702	41251
1276	72782	41207
1277	72854	41158
1278	72911	41101
1279	72971	41046
1280	73054	41004
1281	73145	40966
1282	73204	40909
1283	73268	40856
1284	73332	40803
1285	73413	40759
1286	73543	40743
1287	73630	40702
1288	73696	40650
1289	73754	40593
1290	73823	40543
1291	73943	40520
1292	74053	40491
1293	74122	40441
1294	74199	40394
1295	74316	40369
1296	74408	40331
1297	74474	40278
1298	74540	40225
1299	74617	40178
1300	74683	40126
1301	74744	40070
1302	74808	40016
1303	74868	39960
1304	74927	39904
1305	74986	39847
1306	75044	39790
1307	75104	39734
1308	75167	39679
1309	75238	39629
1310	75298	39573
1311	75357	39516
1312	75420	39461
1313	75483	39407
1314	75543	39351
1315	75611	39299
1316	75667	39241
1317	75725	39184
1318	75785	39128
1319	75865	39082
1320	75924	39025
1321	75984	38969
1322	76043	38912
1323	76108	38858
1324	76168	38802
1325	76225	38744
1326	76282	38687
1327	76348	38634
1328	76417	38582
1329	76484	38530
1330	76549	38476
1331	76613	38421
1332	76681	38369
1333	76742	38313
1334	76804	38258
1335	76855	38197
1336	76913	38140
1337	76967	38081
1338	77028	38025
1339	77091	37970
1340	77151	37914
1341	77228	37866
1342	77289	37810
1343	77358	37758
1344	77425	37705
1345	77481	37647
1346	77540	37590
1347	77602	37534
1348	77668	37481
1349	77723	37422
1350	77778	37363
1351	77840	37308
1352	77892	37247
1353	77943	37187
1354	77995	37127
1355	78056	37070
1356	78110	37011
1357	78165	36953
1358	78216	36892
1359	78275	36835
1360	78329	36776
1361	78391	36720
1362	78476	36676
1363	78582	36641
1364	78665	36595
1365	78726	36539
1366	78791	36485
1367	78857	36431
1368	78917	36374
1369	78971	36315
1370	79027	36256
1371	79078	36196
1372	79137	36139
1373	79194	36081
1374	79250	36022
1375	79302	35962
1376	79362	35906
1377	79414	35846
1378	79472	35788
1379	79528	35730
1380	79583	35671
1381	79637	35612
1382	79702	35557
1383	79772	35505
1384	79833	35449
1385	79886	35389
1386	79987	35351
1387	80112	35323
1388	80192	35275
1389	80254	35219
1390	80325	35167
1391	80395	35115
1392	80469	35064
1393	80522	35004
1394	80578	34946
1395	80640	34890
1396	80702	34834
1397	80756	34774
1398	80821	34720
1399	80883	34664
1400	80937	34605
1401	80997	34547
1402	81079	34500
1403	81142	34445
1404	81211	34392
1405	81266	34333
1406	81331	34278
1407	81394	34222
1408	81456	34166
1409	81506	34105
1410	81566	34048
1411	81624	33990
1412	81682	33933
1413	81739	33874
1414	81792	33815
1415	81856	33759
1416	81925	33706
1417	81987	33650
1418	82048	33594
1419	82162	33559
1420	82251	33514
1421	82312	33457
1422	82376	33402
1423	82432	33343
1424	82494	33287
1425	82555	33230
1426	82607	33170
1427	82660	33110
1428	82715	33051
1429	82770	32992
1430	82838	32938
1431	82895	32880
1432	82955	32823
1433	83014	32766
1434	83074	32708
1435	83125	32648
1436	83188	32592
1437	83243	32533
1438	83299	32474
1439	83371	32422
1440	83435	32366
1441	83494	32309
1442	83543	32248
1443	83601	32190
1444	83654	32130
1445	83708	32070
1446	83763	32012
1447	83822	31954
1448	83890	31900
1449	83950	31843
1450	84011	31786
1451	84065	31727
1452	84120	31668
1453	84183	31612
1454	84246	31556
1455	84307	31499
1456	84362	31440
1457	84420	31382
1458	84474	31323
1459	84533	31265
1460	84591	31208
1461	84643	31148
1462	84695	31087
1463	84755	31030
1464	84821	30975
1465	84879	30917
1466	84933	30858
1467	84995	30802
1468	85047	30742
1469	85099	30682
1470	85151	30622
1471	85203	30562
1472	85259	30503
1473	85324	30448
1474	85385	30391
1475	85438	30331
1476	85493	30273
1477	85558	30217
1478	85618	30160
1479	85677	30102
1480	85737	30045
1481	85792	29986
1482	85845	29927
1483	85904	29869
1484	85968	29814
1485	86027	29756
1486	86092	29700
1487	86151	29643
1488	86214	29587
1489	86265	29527
1490	86323	29469
1491	86378	29410
1492	86443	29355
1493	86502	29297
1494	86567	29241
1495	86621	29182
1496	86679	29124
1497	86736	29066
1498	86794	29008
1499	86858	28952
1500	86926	28898
1501	86985	28840
1502	87044	28783
1503	87106	28726
1504	87172	28671
1505	87228	28612
1506	87283	28554
1507	87337	28494
1508	87396	28437
1509	87458	28380
1510	87512	28321
1511	87567	28262
1512	87624	28204
1513	87682	28146
1514	87737	28087
1515	87802	28031
1516	87865	27975
1517	87925	27918
1518	87997	27864
1519	88056	27807
1520	88117	27750
1521	88178	27693
1522	88234	27634
1523	88298	27578
1524	88358	27521
1525	88419	27464
1526	88483	27408
1527	88546	27352
1528	88604	27294
1529	88662	27236
1530	88724	27179
1531	88778	27120
1532	88831	27060
1533	88890	27003
1534	88948	26945
1535	89010	26888
1536	89062	26828
1537	89117	26770
1538	89175	26711
1539	89233	26654
1540	89289	26595
1541	89347	26537
1542	89419	26484
1543	89481	26427
1544	89529	26366
1545	89593	26310
1546	89648	26251
1547	89710	26194
1548	89776	26138
1549	89830	26079
1550	89894	26023
1551	89962	25968
1552	90025	25911
1553	90085	25854
1554	90145	25797
1555	90209	25741
1556	90266	25682
1557	90330	25626
1558	90389	25568
1559	90458	25513
1560	90518	25456
1561	90575	25398
1562	90638	25341
1563	90698	25284
1564	90756	25226
1565	90814	25168
1566	90873	25110
1567	90927	25051
1568	90993	24995
1569	91054	24938
1570	91104	24878
1571	91161	24819
1572	91221	24762
1573	91283	24705
1574	91342	24648
1575	91407	24591
1576	91468	24534
1577	91522	24475
1578	91583	24418
1579	91642	24360
1580	91795	24327
1581	91878	24276
1582	91946	24220
1583	92009	24164
1584	92084	24110
1585	92152	24054
1586	92214	23997
1587	92273	23939
1588	92347	23885
1589	92421	23832
1590	92487	23775
1591	92555	23720
1592	92620	23663
1593	92706	23612
1594	92783	23559
1595	92853	23504
1596	92926	23449
1597	93004	23396
1598	93091	23345
1599	93182	23295
1600	93263	23243
1601	93330	23187
1602	93393	23129
1603	93449	23070
1604	93506	23012
1605	93564	22954
1606	93624	22896
1607	93681	22837
1608	93745	22780
1609	93831	22729
1610	93910	22676
1611	93973	22618
1612	94034	22561
1613	94101	22505
1614	94168	22448
1615	94229	22391
1616	94297	22335
1617	94355	22276
1618	94424	22220
1619	94484	22163
1620	94555	22107
1621	94614	22049
1622	94677	21992
1623	94740	21935
1624	94804	21877
1625	94869	21821
1626	94931	21763
1627	95000	21707
1628	95071	21652
1629	95156	21600
1630	95243	21548
1631	95310	21491
1632	95377	21435
1633	95447	21379
1634	95510	21322
1635	95571	21264
1636	95641	21208
1637	95707	21151
1638	95801	21100
1639	95878	21046
1640	95945	20989
1641	96025	20936
1642	96108	20882
1643	96172	20825
1644	96233	20767
1645	96306	20712
1646	96376	20656
1647	96433	20597
1648	96491	20538
1649	96557	20481
1650	96618	20423
1651	96687	20367
1652	96779	20316
1653	96872	20264
1654	96946	20209
1655	97027	20155
1656	97089	20097
1657	97154	20040
1658	97221	19983
1659	97281	19925
1660	97347	19867
1661	97408	19809
1662	97467	19751
1663	97523	19692
1664	97577	19632
