iter	RMSE	PrecisionAt:top=5	MAP:top=5
620	0.1767928157	0.1584444444	0.1907753086
621	0.1767792867	0.1584444444	0.1908058642
622	0.1767740926	0.1582222222	0.1905780864
623	0.1767610087	0.1583333333	0.1906128086
624	0.1767479118	0.1584444444	0.1907276235
625	0.1767396592	0.1584444444	0.1907276235
626	0.176727085	0.1586666667	0.1909137346
627	0.1767148968	0.1585555556	0.1909035494
628	0.1766972921	0.1587777778	0.1911554012
629	0.1766832937	0.1587777778	0.1911953704
630	0.1766712842	0.1587777778	0.1914608025
631	0.1766622637	0.1588888889	0.191437037
632	0.1766471719	0.1587777778	0.191312963
633	0.1766338988	0.1593333333	0.191562963
634	0.1766237146	0.1591111111	0.1914589506
635	0.1766106826	0.159	0.1913385802
636	0.1765950957	0.1588888889	0.1913580247
637	0.1765847582	0.159	0.1919524691
638	0.1765737007	0.159	0.1919709877
639	0.1765604684	0.1588888889	0.191904321
640	0.176539364	0.1586666667	0.1919117284
641	0.1765290286	0.1588888889	0.1917740741
642	0.1765169677	0.1588888889	0.1917572531
643	0.1765051644	0.1586666667	0.1918453704
644	0.1764965228	0.1587777778	0.192008179
645	0.1764886619	0.159	0.192112037
646	0.1764756996	0.1591111111	0.1923527778
647	0.1764646152	0.1591111111	0.1926398148
648	0.1764510591	0.1591111111	0.1927898148
649	0.1764344617	0.1592222222	0.1927503086
650	0.1764234974	0.1592222222	0.1927246914
651	0.1764135856	0.1592222222	0.1933314815
652	0.1764018332	0.1593333333	0.1933970679
653	0.1763911502	0.1593333333	0.1932737654
654	0.1763836907	0.1592222222	0.1931339506
655	0.1763755153	0.1593333333	0.1932978395
656	0.1763641764	0.1593333333	0.1934560185
657	0.1763556789	0.1598888889	0.1936092593
658	0.1763431505	0.16	0.1936069444
659	0.1763303867	0.1602222222	0.1937597222
660	0.1763240704	0.1603333333	0.1939643519
661	0.1763160253	0.1603333333	0.1940921296
662	0.1762985868	0.1601111111	0.1940936728
663	0.1762920455	0.1601111111	0.193991821
664	0.1762805585	0.1604444444	0.1941384259
665	0.1762710501	0.1604444444	0.1942520062
666	0.1762641448	0.1606666667	0.1945575617
667	0.1762550236	0.1607777778	0.1945655864
668	0.1762452792	0.1606666667	0.1945557099
669	0.1762320251	0.1604444444	0.1945430556
670	0.1762200389	0.1605555556	0.1945083333
671	0.1761936628	0.1606666667	0.1942604938
672	0.1761809116	0.1607777778	0.1943660494
673	0.176170412	0.1611111111	0.194575463
674	0.1761579352	0.1612222222	0.1947990741
675	0.1761436595	0.1614444444	0.1947574074
676	0.1761330373	0.1616666667	0.1949222222
677	0.1761243732	0.1613333333	0.1951185185
678	0.1761110503	0.1613333333	0.1951410494
679	0.1761010754	0.1612222222	0.1952521605
680	0.1760908994	0.1612222222	0.1956169753
681	0.1760802389	0.1611111111	0.1955845679
682	0.1760677578	0.1613333333	0.1953898148
683	0.1760631798	0.1612222222	0.1953916667
684	0.1760555179	0.1611111111	0.1953694444
685	0.176044743	0.1608888889	0.195212037
686	0.176031752	0.1611111111	0.1953564815
687	0.1760228669	0.1611111111	0.195595679
688	0.1760181747	0.1611111111	0.195570679
689	0.1760094581	0.1608888889	0.1956285494
690	0.175995918	0.1611111111	0.1956966049
691	0.1759823081	0.1612222222	0.195671142
692	0.1759719532	0.1613333333	0.195695216
693	0.1759627408	0.1612222222	0.1955458333
694	0.1759543638	0.1613333333	0.1955865741
695	0.1759526964	0.1613333333	0.1957162037
696	0.1759364074	0.1614444444	0.1959597222
697	0.1759229817	0.1616666667	0.1960300926
698	0.1759108819	0.1615555556	0.1959856481
699	0.1759021445	0.1617777778	0.1961953704
700	0.175891884	0.1615555556	0.1959898148
701	0.1758818345	0.1616666667	0.1960444444
702	0.1758663086	0.1616666667	0.1960703704
703	0.1758566969	0.1615555556	0.1960675926
704	0.1758448199	0.1614444444	0.1959787037
705	0.1758306555	0.1612222222	0.1959308642
706	0.17582064	0.1612222222	0.1959308642
707	0.1758137042	0.1613333333	0.1959910494
708	0.1758017017	0.1612222222	0.1960192901
709	0.1758000816	0.1612222222	0.1960239198
710	0.1757868841	0.1612222222	0.1959816358
711	0.1757736669	0.1613333333	0.1962063272
712	0.1757627814	0.1615555556	0.1962415123
713	0.175751201	0.1614444444	0.196233179
714	0.1757393262	0.1613333333	0.1961094136
715	0.1757203223	0.1613333333	0.1961649691
716	0.1757135508	0.1613333333	0.1961742284
717	0.1757066528	0.1614444444	0.1961677469
718	0.1756910675	0.1614444444	0.1961862654
719	0.1756809278	0.1614444444	0.1961862654
720	0.1756579009	0.1615555556	0.1964084877
721	0.1756472022	0.1614444444	0.1964208333
722	0.1756305373	0.1614444444	0.1965736111
723	0.1756121136	0.1615555556	0.196653858
724	0.1756046821	0.1617777778	0.1967550926
725	0.1755957299	0.1615555556	0.1967625
726	0.1755873461	0.1618888889	0.1969325617
727	0.175567197	0.1613333333	0.1965316358
728	0.1755566658	0.1612222222	0.1965334877
729	0.1755476028	0.1613333333	0.196633179
730	0.175522528	0.1615555556	0.1967742284
731	0.1755099883	0.1615555556	0.1966862654
732	0.1754961698	0.1615555556	0.1967371914
733	0.1754866437	0.1616666667	0.1968032407
734	0.1754768071	0.1621111111	0.1972958333
735	0.1754575221	0.162	0.1971384259
736	0.1754373899	0.1618888889	0.1970282407
737	0.1754239057	0.1621111111	0.1972199074
738	0.1754083733	0.1617777778	0.1970932099
739	0.1753921809	0.1626666667	0.1976828704
740	0.1753827956	0.1624444444	0.1975328704
741	0.1753721789	0.1621111111	0.1976319444
742	0.1753584047	0.1618888889	0.1974606481
743	0.1753503277	0.1621111111	0.1977421296
744	0.1753348454	0.1624444444	0.1980186728
745	0.1753269714	0.1624444444	0.1980867284
746	0.1753147245	0.1623333333	0.1980302469
747	0.1752986804	0.1623333333	0.1980895062
748	0.1752869079	0.162	0.1980256173
749	0.1752785601	0.1621111111	0.1979748457
750	0.1752713877	0.1624444444	0.1981378086
751	0.1752475169	0.1625555556	0.1982507716
752	0.1752369484	0.1626666667	0.1984341049
753	0.1752268011	0.163	0.1986773148
754	0.175217399	0.163	0.1988162037
755	0.1752081662	0.1628888889	0.1988186728
756	0.1752040947	0.1628888889	0.1988020062
757	0.1751858147	0.163	0.1988907407
758	0.1751762919	0.1627777778	0.1988015432
759	0.1751649728	0.1627777778	0.1987459877
760	0.1751534083	0.1627777778	0.1987601852
761	0.1751434021	0.1628888889	0.1989929012
762	0.1751359718	0.1631111111	0.1992015432
763	0.1751288226	0.1633333333	0.1989487654
764	0.1751163144	0.1632222222	0.1988817901
765	0.1751109271	0.1633333333	0.1989447531
766	0.1751030066	0.1631111111	0.1990887346
767	0.1750926803	0.1631111111	0.199054784
768	0.1750828716	0.1633333333	0.1990998457
769	0.1750724673	0.1633333333	0.1988300926
770	0.1750582437	0.1633333333	0.1988300926
771	0.1750420163	0.1633333333	0.198546142
772	0.1750338735	0.1633333333	0.1986016975
773	0.1750178841	0.1633333333	0.1984859568
774	0.1750031967	0.1632222222	0.1986174383
775	0.1749923811	0.1633333333	0.1988155864
776	0.1749863583	0.1634444444	0.1989007716
777	0.1749753443	0.1637777778	0.1990266975
778	0.1749649303	0.1635555556	0.1994958333
779	0.1749559566	0.1637777778	0.1995955247
780	0.17494875	0.1638888889	0.1997375
781	0.1749424214	0.1637777778	0.1998412037
782	0.17493241	0.164	0.200049537
783	0.1749208544	0.1638888889	0.1999018519
784	0.174916786	0.1637777778	0.1998351852
785	0.1749071301	0.1637777778	0.1998287037
786	0.1749019988	0.1638888889	0.1997990741
787	0.1748894969	0.1638888889	0.1998688272
788	0.1748785108	0.1638888889	0.1998595679
789	0.1748687321	0.1641111111	0.1999799383
790	0.1748594939	0.1641111111	0.2001864198
791	0.174845722	0.1641111111	0.2000228395
792	0.1748393209	0.1641111111	0.2001969136
793	0.1748287303	0.1643333333	0.2002401235
794	0.1748194091	0.1643333333	0.200345679
795	0.174809545	0.1645555556	0.2005179012
796	0.1748006793	0.1646666667	0.200608179
797	0.1747826472	0.1646666667	0.2008790123
798	0.1747719644	0.165	0.2009353395
799	0.1747671541	0.1648888889	0.2009307099
800	0.1747588363	0.1648888889	0.200954784
801	0.1747507757	0.1647777778	0.2010033951
802	0.1747377886	0.1644444444	0.200928858
803	0.1747259246	0.165	0.201254784
804	0.1747081002	0.1651111111	0.2014344136
805	0.1746977155	0.1651111111	0.2014344136
806	0.1746847016	0.165	0.2013853395
807	0.1746671595	0.1651111111	0.2014316358
808	0.1746523998	0.1651111111	0.2014779321
809	0.1746469138	0.165	0.2014334877
810	0.1746405425	0.165	0.2014932099
811	0.1746333589	0.1652222222	0.2017682099
812	0.1746282707	0.1653333333	0.2018959877
813	0.1746190837	0.1653333333	0.2018902778
814	0.1746087523	0.1654444444	0.2016805556
815	0.1745994485	0.1654444444	0.2017705247
816	0.17458199	0.1654444444	0.2017705247
817	0.1745708445	0.1656666667	0.201854784
818	0.1745596951	0.166	0.2022294753
819	0.1745478816	0.1657777778	0.2021239198
820	0.1745409363	0.166	0.2022322531
821	0.1745302684	0.1658888889	0.2022808642
822	0.1745176156	0.1657777778	0.2022546296
823	0.1745056195	0.1657777778	0.2021984568
824	0.1744978071	0.1657777778	0.2021984568
825	0.1744881813	0.1658888889	0.2023354938
826	0.1744780172	0.1658888889	0.2023447531
827	0.1744675513	0.1657777778	0.2022123457
828	0.174449141	0.1657777778	0.2021382716
829	0.1744361163	0.1655555556	0.2020910494
830	0.1744269652	0.1656666667	0.2021299383
831	0.1744170222	0.1658888889	0.2022516975
832	0.1744090357	0.1658888889	0.2022697531
833	0.1744008354	0.1663333333	0.2026717593
834	0.1743899497	0.1663333333	0.2027143519
835	0.1743800866	0.1665555556	0.2029273148
836	0.1743708117	0.1665555556	0.2028884259
837	0.1743634418	0.1665555556	0.203170216
838	0.1743556159	0.1666666667	0.2035021605
839	0.1743448021	0.1664444444	0.2032947531
840	0.1743364156	0.1664444444	0.2033993827
841	0.1743287084	0.1664444444	0.2035354938
842	0.174319214	0.1664444444	0.2034740741
843	0.1743130101	0.1666666667	0.2036347222
844	0.1743041741	0.1666666667	0.203732716
845	0.174295518	0.1665555556	0.2037785494
846	0.174284681	0.1667777778	0.2040540123
847	0.1742763162	0.1667777778	0.2041532407
848	0.1742620324	0.1667777778	0.204191821
849	0.1742430441	0.1666666667	0.2039149691
850	0.1742264434	0.1668888889	0.2040314815
851	0.1742231566	0.1668888889	0.2040487654
852	0.1742146299	0.167	0.204212963
853	0.1742034359	0.1668888889	0.2041222222
854	0.1741921266	0.1671111111	0.2043138889
855	0.1741870653	0.1672222222	0.2043884259
856	0.1741812464	0.1672222222	0.204312963
857	0.1741632004	0.1672222222	0.2043595679
858	0.1741545181	0.1668888889	0.2041688272
859	0.1741439988	0.1668888889	0.2043
860	0.1741362889	0.1667777778	0.2041833333
861	0.174127363	0.1665555556	0.2040024691
862	0.174115477	0.1667777778	0.2042765432
863	0.1741007129	0.1672222222	0.2043722222
864	0.1740925978	0.1674444444	0.2044648148
865	0.1740809621	0.1678888889	0.2048003086
866	0.1740721959	0.168	0.2049740741
867	0.174061277	0.1678888889	0.2053635802
868	0.1740465853	0.1676666667	0.2052864198
869	0.1740332625	0.1676666667	0.2049802469
870	0.1740190924	0.1677777778	0.2050373457
871	0.1740093461	0.1676666667	0.2050766975
872	0.1740023232	0.1677777778	0.2050137346
873	0.1739973869	0.1677777778	0.2052050926
874	0.1739877119	0.1674444444	0.2049165123
875	0.1739759385	0.1674444444	0.2048757716
876	0.1739716729	0.1674444444	0.2048757716
877	0.1739561274	0.1675555556	0.2048828704
878	0.1739435947	0.1676666667	0.2050828704
879	0.1739335229	0.1674444444	0.2051236111
880	0.1739200711	0.1676666667	0.2055916667
881	0.1739127237	0.1677777778	0.2056101852
882	0.1739016593	0.1677777778	0.2058058642
883	0.1738924536	0.168	0.2058429012
884	0.1738817415	0.1681111111	0.2059688272
885	0.173864257	0.1681111111	0.2060359568
886	0.1738483896	0.1681111111	0.2060563272
887	0.1738398957	0.1681111111	0.2060532407
888	0.1738313303	0.1681111111	0.2060587963
889	0.1738205252	0.1681111111	0.2058998457
890	0.1738113729	0.1682222222	0.2060395062
891	0.1738027731	0.1683333333	0.2064859568
892	0.1737954344	0.1682222222	0.2064427469
893	0.1737836775	0.1678888889	0.2066313272
894	0.1737729734	0.1681111111	0.2068026235
895	0.173762914	0.168	0.206833179
896	0.1737502821	0.1681111111	0.2068239198
897	0.17373895	0.1682222222	0.2067544753
898	0.1737287294	0.1682222222	0.2068270062
899	0.1737198736	0.1685555556	0.2070640432
900	0.1737114119	0.1682222222	0.2068473765
901	0.1737061064	0.1681111111	0.2068149691
902	0.1736995822	0.1681111111	0.2068847222
903	0.1736893917	0.1683333333	0.2070217593
904	0.1736777664	0.1685555556	0.2071439815
905	0.1736711035	0.1691111111	0.2075094136
906	0.1736630515	0.169	0.2073057099
907	0.1736547779	0.169	0.2074319444
908	0.1736452222	0.169	0.2072949074
909	0.173635596	0.1692222222	0.2074054012
910	0.1736302529	0.1691111111	0.2074063272
911	0.1736186666	0.1692222222	0.2074285494
912	0.1736038036	0.1692222222	0.2074285494
913	0.1735912775	0.1687777778	0.2072699074
914	0.1735810975	0.1687777778	0.2072587963
915	0.173572197	0.1688888889	0.2074162037
916	0.1735652271	0.1687777778	0.2074013889
917	0.1735507624	0.169	0.2075603395
918	0.1735454875	0.1691111111	0.207603858
919	0.1735381129	0.169	0.2077774691
920	0.1735265279	0.1692222222	0.2081052469
921	0.173519436	0.1692222222	0.2083996914
922	0.1735133235	0.1692222222	0.208342284
923	0.1735043059	0.1692222222	0.2084839506
924	0.1734966498	0.1691111111	0.2083580247
925	0.1734819288	0.169	0.2085169753
926	0.1734754785	0.1691111111	0.2086419753
927	0.1734682876	0.1692222222	0.2085864198
928	0.1734572466	0.1693333333	0.2086771605
929	0.1734436144	0.1693333333	0.2086256173
930	0.1734319552	0.1692222222	0.2086862654
931	0.1734228982	0.1694444444	0.2086154321
932	0.173412436	0.1694444444	0.2087635802
933	0.1734007748	0.1695555556	0.2091023148
934	0.1733924157	0.1696666667	0.2092041667
935	0.1733814708	0.1692222222	0.2089509259
936	0.1733755452	0.1693333333	0.2093175926
937	0.1733649617	0.1695555556	0.2092027778
938	0.1733483586	0.1696666667	0.2092166667
939	0.1733387814	0.1698888889	0.2093033951
940	0.1733309029	0.1698888889	0.209317284
941	0.1733289913	0.17	0.209412963
942	0.1733210525	0.17	0.2094932099
943	0.173307278	0.1702222222	0.2094458333
944	0.1732996468	0.1702222222	0.2094921296
945	0.1732940542	0.1704444444	0.2096964506
946	0.1732835714	0.1707777778	0.2099348765
947	0.1732748566	0.1706666667	0.2096459877
948	0.1732673738	0.1707777778	0.2096564815
949	0.1732507113	0.171	0.2099708333
950	0.1732401945	0.1705555556	0.2098686728
951	0.1732399646	0.1705555556	0.2098686728
952	0.1732309574	0.1711111111	0.2105308642
953	0.1732190473	0.171	0.2103762346
954	0.1732066664	0.1708888889	0.2102509259
955	0.1731975684	0.1711111111	0.2102970679
956	0.1731923738	0.171	0.2102695988
957	0.1731846186	0.171	0.2102307099
958	0.1731794974	0.1711111111	0.210296142
959	0.1731643483	0.1711111111	0.2103733025
960	0.1731628332	0.1711111111	0.2103887346
961	0.1731551382	0.1712222222	0.2106405864
962	0.1731468254	0.1711111111	0.2105612654
963	0.1731352401	0.1711111111	0.2104816358
964	0.1731221	0.171	0.2104066358
965	0.1731135723	0.171	0.2105572531
966	0.173101856	0.1711111111	0.2106432099
967	0.1730951327	0.1713333333	0.210717284
968	0.1730894967	0.1712222222	0.2106265432
969	0.1730787973	0.1715555556	0.2109320988
970	0.173069992	0.1714444444	0.2108969136
971	0.1730602828	0.1718888889	0.2113367284
972	0.1730437806	0.1718888889	0.2110473765
973	0.1730341453	0.1718888889	0.2110964506
974	0.1730269755	0.1717777778	0.2111135802
975	0.1730180554	0.1717777778	0.211045679
976	0.1730084372	0.1718888889	0.2111567901
977	0.1730016493	0.1716666667	0.2110101852
978	0.1729939552	0.1715555556	0.210975
979	0.172985148	0.1716666667	0.2111464506
980	0.1729782921	0.1715555556	0.2110464506
981	0.1729709956	0.1716666667	0.2112729938
982	0.1729662269	0.1717777778	0.2113405864
983	0.1729578496	0.1717777778	0.2114373457
984	0.1729485024	0.1715555556	0.2114058642
985	0.1729340504	0.1717777778	0.211470679
986	0.1729239266	0.1718888889	0.2115688272
987	0.1729129293	0.172	0.211645679
988	0.172906724	0.1717777778	0.2118070988
989	0.1728994563	0.1717777778	0.2116916667
990	0.1728909126	0.1715555556	0.2115453704
991	0.1728809397	0.1715555556	0.2115453704
992	0.1728714309	0.1718888889	0.2115296296
993	0.1728583004	0.1718888889	0.2115813272
994	0.1728508012	0.1718888889	0.2119063272
995	0.1728434336	0.1718888889	0.2118723765
996	0.1728355929	0.1717777778	0.2119032407
997	0.1728262995	0.1716666667	0.2118439815
998	0.1728160348	0.1716666667	0.2118763889
999	0.1728040482	0.1717777778	0.2115634259
1000	0.1727963467	0.1717777778	0.2115486111
1001	0.1727899234	0.1717777778	0.2116134259
1002	0.172777723	0.172	0.2118476852
1003	0.1727679622	0.1721111111	0.2118737654
1004	0.1727656355	0.172	0.2117117284
1005	0.1727579776	0.1721111111	0.2114858025
1006	0.1727498522	0.1718888889	0.211317284
1007	0.1727430325	0.172	0.2113885802
1008	0.172735019	0.172	0.2114404321
1009	0.1727227759	0.172	0.2114052469
1010	0.1727159445	0.1721111111	0.2114496914
1011	0.1727061458	0.1721111111	0.2115237654
1012	0.1726956984	0.172	0.2114148148
1013	0.1726878333	0.172	0.211449537
1014	0.1726762194	0.172	0.2114958333
1015	0.1726676323	0.1721111111	0.2116319444
1016	0.1726585877	0.1723333333	0.2117819444
1017	0.17263678	0.1723333333	0.2117347222
1018	0.1726336171	0.1722222222	0.2117115741
1019	0.1726230879	0.1724444444	0.2121625
1020	0.1726162322	0.1724444444	0.2122658951
1021	0.1726094395	0.1722222222	0.2120557099
1022	0.1725995757	0.1721111111	0.2118242284
1023	0.1725902215	0.1724444444	0.2119890432
1024	0.172580235	0.1724444444	0.2119959877
1025	0.1725722866	0.1724444444	0.2120895062
1026	0.1725655974	0.1725555556	0.2125009259
1027	0.1725622927	0.1725555556	0.2125148148
1028	0.1725549911	0.1726666667	0.2126385802
1029	0.17254447	0.1727777778	0.2124398148
1030	0.1725344696	0.1728888889	0.2124944444
1031	0.172527838	0.1731111111	0.2126259259
1032	0.1725199783	0.1728888889	0.212587037
1033	0.1725113744	0.1732222222	0.2130833333
1034	0.1725039793	0.1731111111	0.2129944444
1035	0.1724955845	0.173	0.2130330247
1036	0.1724870128	0.173	0.2130191358
1037	0.1724756995	0.1728888889	0.2130427469
1038	0.1724656186	0.1731111111	0.2132020062
1039	0.1724617062	0.1731111111	0.2132020062
1040	0.1724534699	0.1731111111	0.2132313272
1041	0.1724432764	0.1733333333	0.2133410494
1042	0.1724375082	0.1732222222	0.2132966049
1043	0.1724285837	0.1734444444	0.2135262346
1044	0.1724173505	0.1731111111	0.2134435185
1045	0.1724062018	0.1731111111	0.2133527778
1046	0.1723959984	0.1731111111	0.213462963
1047	0.1723853011	0.1731111111	0.213425
1048	0.1723756358	0.1733333333	0.2135527778
1049	0.1723625371	0.1731111111	0.2132824074
1050	0.1723525134	0.1731111111	0.2132638889
1051	0.1723438425	0.1732222222	0.2133027778
1052	0.1723365027	0.1732222222	0.2132302469
1053	0.172330215	0.1732222222	0.2131527778
1054	0.1723243865	0.1732222222	0.2131373457
1055	0.1723162564	0.1733333333	0.2132515432
1056	0.1723067289	0.1736666667	0.2133987654
1057	0.172298648	0.1738888889	0.2135098765
1058	0.1722896762	0.1738888889	0.2135530864
1059	0.1722833514	0.174	0.2140351852
1060	0.1722755736	0.1737777778	0.214067284
1061	0.1722673376	0.1738888889	0.2141191358
1062	0.1722612659	0.1738888889	0.2140820988
1063	0.1722521244	0.1738888889	0.2142228395
1064	0.1722417218	0.174	0.2145425926
1065	0.1722366438	0.174	0.2145009259
1066	0.1722260739	0.1738888889	0.2143990741
1067	0.1722144992	0.1741111111	0.214537963
1068	0.1722091152	0.1741111111	0.214612037
1069	0.1722010522	0.1741111111	0.2146305556
1070	0.1721881859	0.1744444444	0.2149824074
1071	0.1721798313	0.1746666667	0.2150296296
1072	0.1721666032	0.1746666667	0.2151314815
1073	0.172162109	0.1745555556	0.2150907407
1074	0.1721535861	0.1745555556	0.2151030864
1075	0.1721448036	0.1744444444	0.215037963
1076	0.172135273	0.1745555556	0.2151320988
1077	0.1721263685	0.1744444444	0.2150802469
1078	0.1721206406	0.1744444444	0.215008642
1079	0.1721135098	0.1743333333	0.2149271605
1080	0.1721024677	0.1745555556	0.2152861111
1081	0.1720960919	0.1744444444	0.2152141975
1082	0.1720881257	0.1745555556	0.2151854938
1083	0.172077178	0.1743333333	0.2151262346
1084	0.1720650654	0.1745555556	0.2152549383
1085	0.1720591886	0.1745555556	0.2152200617
1086	0.1720522347	0.1746666667	0.2152867284
1087	0.1720440986	0.1746666667	0.2154021605
1088	0.1720355151	0.1746666667	0.2153817901
1089	0.1720273459	0.1747777778	0.2156037037
1090	0.1720226944	0.1748888889	0.2158391975
1091	0.1720147856	0.1747777778	0.2157904321
1092	0.1720025442	0.175	0.2160209877
1093	0.1719936665	0.175	0.2160364198
1094	0.1719860569	0.175	0.216091358
1095	0.1719756052	0.1754444444	0.2164243827
1096	0.1719658937	0.1752222222	0.2163219136
1097	0.1719596133	0.1753333333	0.2161669753
1098	0.1719551223	0.1753333333	0.2161410494
1099	0.1719502422	0.1753333333	0.216208642
1100	0.171940481	0.1755555556	0.2164817901
1101	0.1719350029	0.1754444444	0.2164185185
1102	0.1719267653	0.1753333333	0.2163574074
1103	0.171918864	0.1752222222	0.2162833333
1104	0.1719091545	0.1753333333	0.2163768519
1105	0.1719013943	0.1753333333	0.2164694444
1106	0.1718915226	0.1753333333	0.2165731481
1107	0.1718912926	0.1753333333	0.2165731481
1108	0.1718801979	0.1753333333	0.2164811728
1109	0.1718714131	0.1756666667	0.2166469136
1110	0.1718653024	0.1757777778	0.2167598765
1111	0.1718555869	0.1757777778	0.2166348765
1112	0.1718500531	0.1757777778	0.2165728395
1113	0.171842415	0.1757777778	0.2164617284
1114	0.1718408982	0.1757777778	0.2164617284
1115	0.1718361353	0.1761111111	0.2165774691
1116	0.1718248191	0.1761111111	0.2165839506
1117	0.1718174761	0.1761111111	0.2165432099
1118	0.171808363	0.1761111111	0.2165756173
1119	0.1718031343	0.1762222222	0.2167561728
1120	0.1717961055	0.1763333333	0.2167959877
1121	0.1717909921	0.1764444444	0.216891358
1122	0.1717829637	0.1765555556	0.2168098765
1123	0.1717733826	0.1763333333	0.216866358
1124	0.1717655124	0.1763333333	0.2169709877
1125	0.1717569594	0.1764444444	0.2169833333
1126	0.1717482794	0.1764444444	0.217025
1127	0.1717451834	0.1765555556	0.2169601852
1128	0.1717393095	0.1766666667	0.2170768519
1129	0.1717269321	0.1765555556	0.2171222222
1130	0.1717190842	0.1768888889	0.2171680556
1131	0.171707634	0.1771111111	0.2171800926
1132	0.1717013116	0.1772222222	0.2173328704
1133	0.1716928263	0.1774444444	0.2173569444
1134	0.1716858836	0.1773333333	0.2173027778
1135	0.1716799653	0.1773333333	0.2173527778
1136	0.1716719108	0.1773333333	0.2172842593
1137	0.1716659582	0.1771111111	0.2170564815
1138	0.1716566929	0.1772222222	0.2174175926
1139	0.1716470442	0.1774444444	0.2176175926
1140	0.1716364691	0.1775555556	0.2177
1141	0.1716281998	0.1776666667	0.2181021605
1142	0.1716168559	0.1776666667	0.2180817901
1143	0.1716097511	0.1777777778	0.2181762346
1144	0.1715962812	0.1778888889	0.2183067901
1145	0.1715823848	0.1777777778	0.2182901235
1146	0.1715733512	0.1777777778	0.2184049383
1147	0.1715662612	0.1773333333	0.218158642
1148	0.1715615222	0.1773333333	0.2180938272
1149	0.1715542374	0.1777777778	0.2183299383
1150	0.1715485292	0.1778888889	0.2184410494
1151	0.1715400964	0.1777777778	0.2182799383
1152	0.1715299653	0.1777777778	0.2182350309
1153	0.1715234269	0.1778888889	0.2184415123
1154	0.1715151136	0.1778888889	0.2185305556
1155	0.1715066737	0.1781111111	0.2186972222
1156	0.1714987867	0.1782222222	0.2187106481
1157	0.1714891725	0.178	0.2182847222
1158	0.1714792892	0.1781111111	0.2185856481
1159	0.1714689389	0.1781111111	0.2186800926
1160	0.1714556003	0.1781111111	0.2188189815
1161	0.1714430624	0.178	0.2188770062
1162	0.1714366237	0.1783333333	0.2190893519
1163	0.1714299143	0.1783333333	0.2192328704
1164	0.171422296	0.1785555556	0.2195273148
1165	0.1714126476	0.1787777778	0.2196662037
1166	0.1713994888	0.1785555556	0.2194486111
1167	0.171396004	0.1785555556	0.2194300926
1168	0.1713907706	0.1784444444	0.2190689815
1169	0.1713903687	0.1784444444	0.2190689815
1170	0.1713868871	0.1784444444	0.2191677469
1171	0.1713803211	0.1786666667	0.2195182099
1172	0.1713712811	0.1787777778	0.2197311728
1173	0.1713667855	0.1792222222	0.2201246914
1174	0.1713592791	0.1792222222	0.2201052469
1175	0.1713514262	0.1793333333	0.2202052469
1176	0.1713451915	0.1792222222	0.2200015432
1177	0.1713403327	0.1792222222	0.2200283951
1178	0.1713350338	0.1793333333	0.220104784
1179	0.1713270669	0.1796666667	0.2203640432
1180	0.1713209762	0.1797777778	0.2206066358
1181	0.1713081264	0.1797777778	0.221078858
1182	0.1713008315	0.1798888889	0.2213023148
1183	0.1712962643	0.1798888889	0.2210726852
1184	0.1712899675	0.18	0.2212412037
1185	0.1712801604	0.1797777778	0.2210066358
1186	0.17127466	0.1797777778	0.2210158951
1187	0.1712658053	0.1796666667	0.2208683642
1188	0.1712605306	0.1796666667	0.2208868827
1189	0.1712510516	0.1797777778	0.2209871914
1190	0.1712436366	0.1795555556	0.2208692901
1191	0.1712404016	0.1796666667	0.2208854938
1192	0.1712329845	0.1796666667	0.2209762346
1193	0.1712236833	0.1796666667	0.2207304012
1194	0.1712208918	0.1796666667	0.2207304012
1195	0.1712133841	0.1795555556	0.2207442901
1196	0.171206478	0.1797777778	0.2212563272
1197	0.1712031938	0.1796666667	0.2212007716
1198	0.1711952029	0.1795555556	0.2212061728
1199	0.1711896303	0.1794444444	0.2211550926
1200	0.1711851897	0.1795555556	0.2213125
1201	0.1711795991	0.1794444444	0.2212273148
1202	0.1711712287	0.1795555556	0.2214990741
1203	0.1711644683	0.1794444444	0.2213856481
1204	0.1711580854	0.1795555556	0.2213365741
1205	0.1711491111	0.1794444444	0.2213143519
1206	0.1711343056	0.18	0.2216933642
1207	0.1711242059	0.1801111111	0.2217854938
1208	0.1711145242	0.1801111111	0.2217429012
1209	0.1711085676	0.18	0.2217891975
1210	0.1711008622	0.1802222222	0.2221109568
1211	0.1710912344	0.18	0.2218859568
1212	0.1710833786	0.1801111111	0.2220660494
1213	0.1710776128	0.18	0.2220544753
1214	0.1710703816	0.1798888889	0.221995216
1215	0.1710624509	0.1798888889	0.2219516975
1216	0.1710541083	0.18	0.2219924383
1217	0.1710472611	0.18	0.2219100309
1218	0.1710380986	0.18	0.2218637346
1219	0.1710300104	0.1797777778	0.2219174383
1220	0.1710190517	0.1797777778	0.2219433642
1221	0.1710112886	0.1797777778	0.2221270062
1222	0.1710044912	0.1797777778	0.221953858
1223	0.1709985367	0.18	0.2221945988
1224	0.1709903403	0.18	0.2221945988
1225	0.1709815534	0.1801111111	0.222071142
1226	0.1709766493	0.1801111111	0.2221239198
1227	0.1709660186	0.18	0.2220557099
1228	0.1709577914	0.1798888889	0.2219955247
1229	0.1709459308	0.1798888889	0.2218587963
1230	0.1709388113	0.1801111111	0.2221992284
